State	StrainID	Species	Region
Michigan	yHKS657	Zygoascus meyerae/hellenicus	Upper Midwest
Michigan	yHKS727	Cystofilobasidium capitatum	Upper Midwest
Michigan	yHAB218	Cyberlindnera culbertsonii	Upper Midwest
Michigan	yHRVM64	Schwanniomyces polymorphus	Upper Midwest
Michigan	yHKB357	Candida argentea	Upper Midwest
Michigan	yHAB253	Mrakia sp.	Upper Midwest
Michigan	yHQL169	Hanseniaspora uvarum	Upper Midwest
Michigan	yHAB231	Mrakia sp.	Upper Midwest
Michigan	yHKS720	Teunomyces cretensis/kruisii complex	Upper Midwest
Michigan	yHAB205	Suhomyces bolitotheri	Upper Midwest
Michigan	yHKS663	Schwanniomyces polymorphus	Upper Midwest
Michigan	yHKB436	Cystofilobasidium capitatum	Upper Midwest
Michigan	yHKS656	Suhomyces xylopsoci/prunicola/pyralidae	Upper Midwest
Michigan	yHKB459	Dothiora oleae	Upper Midwest
Michigan	yHKS655	Suhomyces xylopsoci/prunicola/pyralidae	Upper Midwest
Michigan	yHQL90	Hanseniaspora uvarum	Upper Midwest
Michigan	yHQL185	Candida savonica	Upper Midwest
Michigan	yHAB217	Hanseniaspora uvarum	Upper Midwest
Michigan	yHQL180	Mrakia robertii	Upper Midwest
Michigan	yHQL35	Hanseniaspora uvarum	Upper Midwest
Michigan	yHRVM40	Candida mycetangii	Upper Midwest
Michigan	yHKS648	Suhomyces vadensis	Upper Midwest
Michigan	yHQL56	Hanseniaspora uvarum	Upper Midwest
Michigan	yHKS669	Candida sp.	Upper Midwest
Michigan	yHQL105	Metschnikowia pulcherrima sp. complex	Upper Midwest
Michigan	yHAB256	Candida sake	Upper Midwest
Michigan	yHAB172	Debaryomyces hansenii	Upper Midwest
Michigan	yHRVM33	Saccharomyces paradoxus	Upper Midwest
Michigan	yHAB199	Metschnikowia sp.	Upper Midwest
Michigan	yHAB232	Mrakia gelida	Upper Midwest
Michigan	yHAB238	Mrakia gelida	Upper Midwest
Michigan	yHAB245	Mrakia gelida	Upper Midwest
Michigan	yHAB263	Rhodotorula fujisanensis	Upper Midwest
Michigan	yHKS50	Kluyveromyces dobzhanskii	Upper Midwest
Michigan	yHKS726	Scheffersomyces ergatensis	Upper Midwest
Michigan	yHQL32	Hanseniaspora uvarum	Upper Midwest
Michigan	yHAB197	Nakazawaea holstii	Upper Midwest
Michigan	yHAB169	Zygowilliopsis californica	Upper Midwest
Michigan	yHAB196	Blastobotrys buckinghamii	Upper Midwest
Michigan	yHKS665	Candida boleticola	Upper Midwest
Michigan	yHQL46	Hanseniaspora uvarum	Upper Midwest
Michigan	yHKS783	Mrakia sp.	Upper Midwest
Michigan	yHQL51	Metschnikowia pulcherrima sp. complex	Upper Midwest
Michigan	yHQL48	Hanseniaspora uvarum	Upper Midwest
Michigan	yHAB244	Kodamaea meredithiae	Upper Midwest
Michigan	yHAB255	Mrakia gelida	Upper Midwest
Michigan	yHQL102	Cryptococcus pseudolongus	Upper Midwest
Michigan	yHRVM21	Candida mycetangii	Upper Midwest
Michigan	yHQL37	Hanseniaspora uvarum	Upper Midwest
Michigan	yHRVM26	Cyberlindnera fabianii	Upper Midwest
Michigan	yHKS641	Suhomyces xylopsoci/prunicola/pyralidae	Upper Midwest
Michigan	yHKS662	Schwanniomyces polymorphus	Upper Midwest
Michigan	yHQL71	Hanseniaspora uvarum	Upper Midwest
Michigan	yHQL47	Pichia kluyveri	Upper Midwest
Michigan	yHAB170	Candida savonica	Upper Midwest
Michigan	yHKB348	Curvibasidium cygneicollum	Upper Midwest
Michigan	yHRVM52	Mrakia gelida	Upper Midwest
Michigan	yHQL164	Hanseniaspora uvarum	Upper Midwest
Michigan	yHKS658	Suhomyces xylopsoci/prunicola/pyralidae	Upper Midwest
Michigan	yHQL158	Candida mycetangii	Upper Midwest
Michigan	yHQL52	Hanseniaspora uvarum	Upper Midwest
Michigan	yHRVM22	Cyberlindnera fabianii	Upper Midwest
Michigan	yHKB345	Hanseniaspora uvarum	Upper Midwest
Michigan	yHKS642	Yamadazyma mexicana	Upper Midwest
Michigan	yHKB346	Candida albicans	Upper Midwest
Michigan	yHAB234	Mrakia sp.	Upper Midwest
Michigan	yHAB236	Mrakia sp.	Upper Midwest
Michigan	yHRVM31	Debaryomyces sp.	Upper Midwest
Michigan	yHAB248	Mrakia sp.	Upper Midwest
Michigan	yHKB342	Cryptococcus pinus	Upper Midwest
Michigan	yHRVM49	Candida montana	Upper Midwest
Michigan	yHKS645	Lachancea waltii	Upper Midwest
Michigan	yHKS652	Schwanniomyces pseudopolymorphus	Upper Midwest
Michigan	yHAB227	Mrakia sp.	Upper Midwest
Michigan	yHAB182	Hanseniaspora uvarum	Upper Midwest
Michigan	yHKS650	Teunomyces cretensis/kruisii complex	Upper Midwest
Michigan	yHQL36	Hanseniaspora uvarum	Upper Midwest
Michigan	yHKS724	Teunomyces cretensis/kruisii complex	Upper Midwest
Michigan	yHAB195	Suhomyces bolitotheri	Upper Midwest
Michigan	yHKS16	Kluyveromyces lactis	Upper Midwest
Michigan	yHKS672	Schwanniomyces polymorphus	Upper Midwest
Michigan	yHQL41	Hanseniaspora uvarum	Upper Midwest
Michigan	yHKS673	Schwanniomyces polymorphus	Upper Midwest
Michigan	yHKS15	Schizosaccharomyces japonicus	Upper Midwest
Michigan	yHKS667	Candida boleticola	Upper Midwest
Michigan	yHQL165	Hanseniaspora uvarum	Upper Midwest
Michigan	yHAB258	Leucosporidium creatinivora	Upper Midwest
Michigan	yHAB198	Metschnikowia pulcherrima sp. complex	Upper Midwest
Michigan	yHKS6	Kluyveromyces lactis	Upper Midwest
Michigan	yHQL55	Metschnikowia pulcherrima sp. complex	Upper Midwest
Michigan	yHQL29	Pichia kluyveri	Upper Midwest
Michigan	yHKS649	Suhomyces vadensis	Upper Midwest
Michigan	yHRVM65	Scheffersomyces ergatensis	Upper Midwest
Michigan	yHAB211	Torulaspora delbrueckii	Upper Midwest
Michigan	yHRVM47	Ambrosiozyma oregonensis	Upper Midwest
Michigan	yHKB356	Vishniacozyma dimennae	Upper Midwest
Michigan	yHRVM34	Schwanniomyces vanrijiae	Upper Midwest
Michigan	yHKS659	Suhomyces xylopsoci/prunicola/pyralidae	Upper Midwest
Michigan	yHKS660	Zygoascus meyerae/hellenicus	Upper Midwest
Michigan	yHQL141	Metschnikowia pulcherrima sp. complex	Upper Midwest
Michigan	yHQL78	Candida boleticola	Upper Midwest
Michigan	yHKS639	Zygosaccharomyces florentinus	Upper Midwest
Michigan	yHRVM51	Lachancea thermotolerans	Upper Midwest
Michigan	yHKB458	Curvibasidium cygneicollum	Upper Midwest
Michigan	yHRVM55	Lachancea thermotolerans	Upper Midwest
Michigan	yHAB243	Cryptococcus musci	Upper Midwest
Michigan	yHKS725	Candida sake	Upper Midwest
Michigan	yHKS643	Lachancea quebecensis	Upper Midwest
Michigan	yHQL101	Suhomyces ambrosiae	Upper Midwest
Michigan	yHRVM46	Yamadazyma mexicana	Upper Midwest
Michigan	yHKS34	Mrakia sp.	Upper Midwest
Michigan	yHQL62	Schwanniomyces polymorphus	Upper Midwest
Michigan	yHQL142	Suhomyces tanzawaensis	Upper Midwest
Michigan	yHAB262	Zygosaccharomyces florentinus	Upper Midwest
Michigan	yHKS670	Schwanniomyces pseudopolymorphus	Upper Midwest
Michigan	yHAB254	Mrakia sp.	Upper Midwest
Michigan	yHKS647	Teunomyces cretensis/kruisii complex	Upper Midwest
Michigan	yHQL156	Metschnikowia pulcherrima sp. complex	Upper Midwest
Michigan	yHAB230	Trichosporon porosum	Upper Midwest
Michigan	yHAB201	Nakazawaea holstii	Upper Midwest
Michigan	yHQL39	Hanseniaspora uvarum	Upper Midwest
Michigan	yHAB210	Scheffersomyces ergatensis	Upper Midwest
Michigan	yHAB214	Scheffersomyces ergatensis	Upper Midwest
Michigan	yHKB463	Rhodosporidiobolus colostri	Upper Midwest
Michigan	yHKB341	Curvibasidium cygneicollum	Upper Midwest
Michigan	yHRVM37	Cyberlindnera saturnus	Upper Midwest
Michigan	yHQL146	Papiliotrema wisconsinensis	Upper Midwest
Michigan	yHAB251	Mrakia sp.	Upper Midwest
Michigan	yHAB178	Rhodotorula babjevae	Upper Midwest
Michigan	yHKB354	Candida pseudoglaebosa	Upper Midwest
Michigan	yHQL111	Candida bombi	Upper Midwest
Michigan	yHQL103	Kuraishia capsulata	Upper Midwest
Michigan	yHKS21	Mrakia gelida	Upper Midwest
Michigan	yHKS721	Hanseniaspora osmophila	Upper Midwest
Michigan	yHKB457	Candida pseudoglaebosa	Upper Midwest
Michigan	yHQL145	Cryptococcus flavescens	Upper Midwest
Michigan	yHKS28	Tausonia pullulans	Upper Midwest
Michigan	yHKS717	Cystofilobasidium capitatum	Upper Midwest
Michigan	yHAB249	Mrakia sp.	Upper Midwest
Michigan	yHKB449	Cystofilobasidium capitatum	Upper Midwest
Michigan	yHAB261	Rhodotorula araqucariae	Upper Midwest
Michigan	yHQL77	Candida mycetangii	Upper Midwest
Michigan	yHQL150	Metschnikowia pulcherrima sp. complex	Upper Midwest
Michigan	yHAB229	Mrakia sp.	Upper Midwest
Michigan	yHQL190	Hanseniaspora uvarum	Upper Midwest
Michigan	yHKS646	Candida pseudorhagii	Upper Midwest
Michigan	yHRVM66	Cystofilobasidium capitatum	Upper Midwest
Michigan	yHRVM54	Kluyveromyces lactis	Upper Midwest
Michigan	yHAB184	Teunomyces cretensis/kruisii complex	Upper Midwest
Michigan	yHAB237	Mrakia sp.	Upper Midwest
Michigan	yHKS653	Scheffersomyces ergatensis	Upper Midwest
Michigan	yHKS674	Schwanniomyces polymorphus	Upper Midwest
Michigan	yHKB344	Rhodotorula nothofagi	Upper Midwest
Michigan	yHQL54	Suhomyces ambrosiae	Upper Midwest
Michigan	yHQL160	Candida boleticola	Upper Midwest
Michigan	yHKB347	Candida pseudoglaebosa	Upper Midwest
Michigan	yHQL151	Metschnikowia pulcherrima sp. complex	Upper Midwest
Michigan	yHAB257	Mrakia sp.	Upper Midwest
Michigan	yHAB264	Mrakia sp.	Upper Midwest
Michigan	yHRVM73	Mrakia gelida	Upper Midwest
Michigan	yHKS730	Teunomyces cretensis/kruisii complex	Upper Midwest
Michigan	yHKS671	Schwanniomyces polymorphus	Upper Midwest
Michigan	yHAB225	Cystofilobasidium capitatum	Upper Midwest
Michigan	yHQL100	Suhomyces ambrosiae	Upper Midwest
Michigan	yHDR69	Lachancea fermentati	Upper Midwest
Michigan	yHAB216	Candida savonica	Upper Midwest
Michigan	yHKS666	Candida boleticola	Upper Midwest
Michigan	yHKS728	Cystofilobasidium capitatum	Upper Midwest
Michigan	yHAB252	Mrakia sp.	Upper Midwest
Michigan	yHAB259	Rhodotorula babjevae	Upper Midwest
Michigan	yHAB260	Rhodotorula babjevae	Upper Midwest
Michigan	yHQL184	Nakazawaea holstii	Upper Midwest
Michigan	yHKS33	Cystofilobasidium capitatum	Upper Midwest
Michigan	yHQL109	Hanseniaspora uvarum	Upper Midwest
Michigan	yHQL138	Hanseniaspora uvarum	Upper Midwest
Michigan	yHAB207	Torulaspora delbrueckii	Upper Midwest
Michigan	yHKB461	Rhodosporidiobolus colostri	Upper Midwest
Michigan	yHQL155	Hanseniaspora uvarum	Upper Midwest
Michigan	yHKS25	Mrakia gelida	Upper Midwest
Michigan	yHKS718	Yamadazyma mexicana	Upper Midwest
Michigan	yHQL154	Suhomyces bolitotheri	Upper Midwest
Michigan	yHAB242	Cryptococcus tahquamenonensis	Upper Midwest
Michigan	yHRVM45	Hanseniaspora uvarum	Upper Midwest
Michigan	yHQL183	Hanseniaspora uvarum	Upper Midwest
Michigan	yHKS644	Candida pseudorhagii	Upper Midwest
Michigan	yHAB191	Suhomyces bolitotheri	Upper Midwest
Michigan	yHQL178	Curvibasidium cygneicollum	Upper Midwest
Michigan	yHAB223	Metschnikowia reukaufii	Upper Midwest
Michigan	yHAB235	Mrakia sp.	Upper Midwest
Michigan	yHAB222	Rhodotorula fujisanensis	Upper Midwest
Michigan	yHAB221	Rhodosporidiobolus colostri	Upper Midwest
Michigan	yHKS20	Cystofilobasidium capitatum	Upper Midwest
Michigan	yHAB220	Rhodotorula fujisanensis	Upper Midwest
Michigan	yHRVM60	Lachancea thermotolerans/quebecensis	Upper Midwest
Michigan	yHAB240	Kodamaea meredithiae	Upper Midwest
Michigan	yHRVM28	Saccharomyces cerevisiae	Upper Midwest
Michigan	yHKS39	Mrakia sp.	Upper Midwest
Michigan	yHQL152	Metschnikowia pulcherrima sp. complex	Upper Midwest
Michigan	yHQL59	Cyberlindnera fabianii	Upper Midwest
Michigan	yHKS40	Mrakiella aquatica	Upper Midwest
Michigan	yHKS661	Schwanniomyces polymorphus	Upper Midwest
Michigan	yHRVM48	Curvibasidium cygneicollum	Upper Midwest
Michigan	yHQL177	Metschnikowia reukaufii	Upper Midwest
Michigan	yHQL179	Cryptococcus victoriae	Upper Midwest
Michigan	yHAB175	Metschnikowia reukaufii	Upper Midwest
Michigan	yHQL97	Teunomyces cretensis/kruisii complex	Upper Midwest
Michigan	yHAB239	Kodamaea meredithiae	Upper Midwest
Michigan	yHKS640	Yamadazyma mexicana	Upper Midwest
Michigan	yHQL149	Metschnikowia pulcherrima sp. complex	Upper Midwest
Michigan	yHKS651	Vanrija albida	Upper Midwest
Michigan	yHKS723	Nakazawaea holstii	Upper Midwest
Michigan	yHRVM57	Rhodotorula fujisanensis	Upper Midwest
Michigan	yHQL96	Hanseniaspora uvarum	Upper Midwest
Michigan	yHQL176	Cryptococcus victoriae	Upper Midwest
Michigan	yHKB448	Candida pseudoglaebosa	Upper Midwest
Michigan	yHAB200	Torulaspora delbrueckii	Upper Midwest
Michigan	yHKB422	Hanseniaspora uvarum	Upper Midwest
Michigan	yHRVM11	Leucosporidium scottii	Upper Midwest
Michigan	yHQL143	Suhomyces anneliseae	Upper Midwest
Michigan	yHKS719	Nakazawaea holstii	Upper Midwest
Michigan	yHKS41	Mrakia sp.	Upper Midwest
Michigan	yHAB189	Suhomyces bolitotheri	Upper Midwest
Michigan	yHAB190	Suhomyces bolitotheri	Upper Midwest
Michigan	yHAB171	Cryptococcus musci	Upper Midwest
Michigan	yHKS729	Curvibasidium cygneicollum	Upper Midwest
Michigan	yHAB188	Torulaspora delbrueckii	Upper Midwest
Michigan	yHKS675	Schwanniomyces polymorphus	Upper Midwest
Michigan	yHQL195	Teunomyces cretensis/kruisii complex	Upper Midwest
Michigan	yHQL57	Teunomyces cretensis/kruisii complex	Upper Midwest
Michigan	yHKB435	Cystofilobasidium capitatum	Upper Midwest
Michigan	yHKB319	Candida pseudoglaebosa	Upper Midwest
Michigan	yHAB179	Suhomyces bolitotheri	Upper Midwest
Michigan	yHAB250	Mrakia sp.	Upper Midwest
Michigan	yHAB246	Rhodosporidium babjevae	Upper Midwest
Michigan	yHQL181	Teunomyces cretensis/kruisii complex	Upper Midwest
Michigan	yHQL53	Metschnikowia pulcherrima sp. complex	Upper Midwest
Minnesota	yHMJ75	Oberwinklerozyma straminea	Upper Midwest
Minnesota	yHMJ44	Candida sp.	Upper Midwest
Minnesota	yHMJ72	Geotrichum candidum	Upper Midwest
Minnesota	yHMJ74	Oberwinklerozyma straminea	Upper Midwest
Minnesota	yHMJ52	Leucosporidium scottii	Upper Midwest
Minnesota	yHMJ5	Metschnikowia pulcherrima sp. complex	Upper Midwest
Minnesota	yHMJ63	Leucosporidium scottii	Upper Midwest
Minnesota	yHMJ13	Pichia terricola	Upper Midwest
Minnesota	yHMJ56	Cryptococcus filicatus	Upper Midwest
Minnesota	yHMJ64	Papiliotrema flavescens	Upper Midwest
Minnesota	yHMJ125	Metschnikowia pulcherrima sp. complex	Upper Midwest
Minnesota	yHMJ42	Geotrichum candidum	Upper Midwest
Minnesota	yHMJ12	Wickerhamomyces anomalus	Upper Midwest
Minnesota	yHMJ25	Pichia cecembensis	Upper Midwest
Minnesota	yHMJ124	Mrakia sp.	Upper Midwest
Minnesota	yHMJ18	Candida germanica	Upper Midwest
Minnesota	yHMJ14	Pichia terricola	Upper Midwest
Minnesota	yHMJ11	Suhomyces ambrosiae	Upper Midwest
Minnesota	yHMJ67	Mrakiella cryoconiti	Upper Midwest
Minnesota	yHMJ20	Pichia occidentalis	Upper Midwest
Minnesota	yHMJ22	Starmerella bombicola	Upper Midwest
Minnesota	yHMJ8	Candida pseudolambica	Upper Midwest
Minnesota	yHMJ69	Mrakia frigida	Upper Midwest
Minnesota	yHMJ45	Cryptococcus flavescens	Upper Midwest
Minnesota	yHMJ19	Hanseniaspora uvarum	Upper Midwest
Minnesota	yHMJ61	Teunomyces cretensis/kruisii complex	Upper Midwest
Minnesota	yHMJ48	Rhodotorula nothofagi	Upper Midwest
Minnesota	yHMJ17	Pichia kluyveri	Upper Midwest
Minnesota	yHMJ70	Cystofilobasidium capitatum	Upper Midwest
Minnesota	yHMJ1	Ogataea sp.	Upper Midwest
Minnesota	yHMJ60	Rhodotorula nothofagi	Upper Midwest
Minnesota	yHMJ66	Mrakia frigida	Upper Midwest
Minnesota	yHMJ68	Curvibasidium cygneicollum	Upper Midwest
Minnesota	yHMJ3	Candida inconspicua	Upper Midwest
Minnesota	yHMJ6	Metschnikowia pulcherrima sp. complex	Upper Midwest
Minnesota	yHMJ73	Cryptococcus flavescens	Upper Midwest
Minnesota	yHMJ123	Mrakia sp.	Upper Midwest
Minnesota	yHMJ16	Hanseniaspora uvarum	Upper Midwest
Minnesota	yHMJ65	Mrakiella cryoconiti	Upper Midwest
Minnesota	yHMJ71	Cystofilobasidium capitatum	Upper Midwest
Minnesota	yHMJ10	Debaryomyces nepalensis	Upper Midwest
Minnesota	yHMJ47	Curvibasidium cygneicollum	Upper Midwest
Minnesota	yHMJ7	Candida germanica	Upper Midwest
Minnesota	yHMJ62	Teunomyces cretensis/kruisii complex	Upper Midwest
Minnesota	yHMJ122	Cryptococcus flavescens	Upper Midwest
Minnesota	yHMJ53	Cystofilobasidium capitatum	Upper Midwest
Minnesota	yHMJ54	Cystofilobasidium infirmominatum	Upper Midwest
Minnesota	yHMJ49	Rhodotorula nothofagi	Upper Midwest
Minnesota	yHMJ21	Cryptococcus flavescens	Upper Midwest
Minnesota	yHMJ55	Cystofilobasidium capitatum	Upper Midwest
Minnesota	yHMJ4	Candida parapsilosis	Upper Midwest
Minnesota	yHMJ2	Pichia manshurica	Upper Midwest
Minnesota	yHMJ9	Metschnikowia sp.	Upper Midwest
Minnesota	yHMJ50	Cystofilobasidium capitatum	Upper Midwest
Mississippi	yHKB301	Lachancea fermentati	South
Mississippi	yHKB308	Kluyveromyces marxianus	South
Mississippi	yHKB325	Torulaspora delbrueckii	South
Mississippi	yHKB302	Cyberlindnera culbertsonii	South
Mississippi	yHKB314	Trichosporon japonicum	South
Mississippi	yHKB352	Kluyveromyces marxianus	South
Mississippi	yHKB317	Kluyveromyces marxianus	South
Mississippi	yHKB455	Candida californica	South
Mississippi	yHKB333	Meyerozyma caribbica	South
Mississippi	yHKB442	Meyerozyma caribbica	South
Missouri	yHKS232	Cryptococcus gastricus	Ohio Valley
Missouri	yHKS59	Candida pseudolambica	Ohio Valley
Missouri	yHKS70	Barnettozyma californica	Ohio Valley
Missouri	yHKS239	Cryptococcus gastricus	Ohio Valley
Missouri	yHKS57	Metschnikowia pulcherrima sp. complex	Ohio Valley
Missouri	yHKS73	Metschnikowia pulcherrima sp. complex	Ohio Valley
Missouri	yHKS72	Metschnikowia pulcherrima sp. complex	Ohio Valley
Missouri	yHKB324	Torulaspora delbrueckii	Ohio Valley
Missouri	yHKS60	Lachancea fermentati	Ohio Valley
Missouri	yHKB318	Wickerhamomyces anomalus	Ohio Valley
Missouri	yHKS69	Saccharomyces paradoxus	Ohio Valley
Missouri	yHKS240	Cryptococcus gastricus	Ohio Valley
Missouri	yHKS298	Cryptococcus sp.	Ohio Valley
Missouri	yHKS259	Rhodosporidiobolus colostri	Ohio Valley
Missouri	yHKB306	Wickerhamomyces anomalus	Ohio Valley
Missouri	yHKS215	Rhodosporidiobolus colostri	Ohio Valley
Missouri	yHKS71	Saccharomyces paradoxus	Ohio Valley
Missouri	yHKS56	Metschnikowia pulcherrima sp. complex	Ohio Valley
Missouri	yHKB426	Candida sake	Ohio Valley
Missouri	yHKS216	Mrakia sp.	Ohio Valley
Missouri	yHKB334	Debaryomyces nepalensis	Ohio Valley
Missouri	yHKB335	Wickerhamomyces anomalus	Ohio Valley
Missouri	yHKB300	Candida tropicalis	Ohio Valley
Missouri	yHKS58	Saccharomyces paradoxus	Ohio Valley
Missouri	yHKS55	Metschnikowia pulcherrima sp. complex	Ohio Valley
Missouri	yHKB450	Wickerhamomyces anomalus	Ohio Valley
Missouri	yHKB312	Kazachstania martiniae	Ohio Valley
Missouri	yHKB315	Wickerhamomyces anomalus	Ohio Valley
Missouri	yHKB307	Wickerhamomyces anomalus	Ohio Valley
Missouri	yHKS267	Saccharomyces paradoxus	Ohio Valley
Missouri	yHKS54	Saccharomyces paradoxus	Ohio Valley
Montana	yHQL424	Candida vartiovaarae	Northern Rockies and Plains
Montana	yHQL327	Sydowia polyspora	Northern Rockies and Plains
Montana	yHQL293	Coniochaeta ligniaria	Northern Rockies and Plains
Montana	yHQL492	Leotiomycetes sp.	Northern Rockies and Plains
Montana	yHQL326	Nakazawaea holstii	Northern Rockies and Plains
Montana	yHQL313	Candida vartiovaarae	Northern Rockies and Plains
Montana	yHQL426	Mrakia gelida	Northern Rockies and Plains
Montana	yHQL425	Nakazawaea holstii	Northern Rockies and Plains
Montana	yHQL292	Nakazawaea holstii	Northern Rockies and Plains
Nevada	yHQL422	Naganishia albida	West
Nevada	yHQL412	Naganishia albida	West
Nevada	yHQL420	Naganishia albida	West
New Hampshire	yHKS265	Torulaspora delbrueckii	Northeast
New Hampshire	yHKS284	Rhodotorula nothofagi	Northeast
New Hampshire	yHKB64	Candida railenensis	Northeast
New Hampshire	yHKB71	Candida railenensis	Northeast
New Hampshire	yHKB161	Metschnikowia bicuspidata	Northeast
New Hampshire	yHKS296	Aureobasidium pullulans	Northeast
New Hampshire	yHKS306	Saccharomyces paradoxus	Northeast
New Hampshire	yHKS281	Candida sp.	Northeast
New Hampshire	yHKB130	Pichia fermentans	Northeast
New Hampshire	yHKB362	Curvibasidium cygneicollum	Northeast
New Hampshire	yHKB92	Candida railenensis	Northeast
New Hampshire	yHKS285	Kwoniella betulae	Northeast
New Hampshire	yHKB114	Metschnikowia pulcherrima sp. complex	Northeast
New Hampshire	yHKB406	Curvibasidium cygneicollum	Northeast
New Hampshire	yHKS237	Torulaspora delbrueckii	Northeast
New Hampshire	yHKB131	Candida sp.	Northeast
New Hampshire	yHKS249	Torulaspora delbrueckii	Northeast
New Hampshire	yHKS336	Curvibasidium cygneicollum	Northeast
New Hampshire	yHKB363	Curvibasidium cygneicollum	Northeast
New Hampshire	yHKS287	Curvibasidium cygneicollum	Northeast
New Hampshire	yHKS222	Metschnikowia viticola	Northeast
New Hampshire	yHKB181	Pichia fermentans	Northeast
New Hampshire	yHKS248	Saccharomyces paradoxus	Northeast
New Hampshire	yHMJ560	Cryptococcus pinus	Northeast
New Hampshire	yHKB188	Candida railenensis	Northeast
New Hampshire	yHKB186	Hypocrea lixii	Northeast
New Hampshire	yHMJ550	Kwoniella pini	Northeast
New Hampshire	yHKS262	Rhodotorula nothofagi	Northeast
New Hampshire	yHKB373	Metschnikowia pulcherrima sp. complex	Northeast
New Hampshire	yHKS252	Torulaspora delbrueckii	Northeast
New Hampshire	yHKS264	Metschnikowia viticola	Northeast
New Hampshire	yHMJ572	Kluyveromyces lactis	Northeast
New Hampshire	yHKB87	Cyberlindnera veronae	Northeast
New Hampshire	yHKB134	Pichia fermentans	Northeast
New Hampshire	yHKS256	Kwoniella newhampshirensis	Northeast
New Hampshire	yHMJ573	Candida railenensis	Northeast
New Hampshire	yHKB82	Starmerella bombicola	Northeast
New Hampshire	yHMJ605	Candida railenensis	Northeast
New Hampshire	yHKS254	Saccharomyces paradoxus	Northeast
New Hampshire	yHKS250	Kazachstania kunashirensis	Northeast
New Hampshire	yHKS286	Kwoniella betulae	Northeast
New Hampshire	yHMJ568	Torulaspora delbrueckii	Northeast
New Hampshire	yHKB125	Rhodotorula glutinis	Northeast
New Hampshire	yHKS253	Saccharomyces paradoxus	Northeast
New Hampshire	yHKB137	Cryptococcus pinus	Northeast
New Hampshire	yHMJ570	Kluyveromyces lactis	Northeast
New Hampshire	yHMJ569	Isaria sp.	Northeast
New Hampshire	yHKB361	Krasilnikovozyma huempii	Northeast
New Hampshire	yHKS295	Mrakia sp.	Northeast
New Hampshire	yHKS294	Mrakia sp.	Northeast
New Hampshire	yHKS243	Rhodotorula nothofagi	Northeast
New Hampshire	yHKS255	Torulaspora delbrueckii	Northeast
New Hampshire	yHKB273	Cyberlindnera saturnus	Northeast
New Hampshire	yHKS282	Mrakia sp.	Northeast
New Hampshire	yHKB155	Cryptococcus sp.	Northeast
New Hampshire	yHKS241	Rhodotorula nothofagi	Northeast
New Hampshire	yHKB138	Cryptococcus pinus	Northeast
New Hampshire	yHMJ557	Candida sp.	Northeast
New Hampshire	yHKS292	Mrakia sp.	Northeast
New Hampshire	yHKB104	Metschnikowia reukaufii	Northeast
New Hampshire	yHKS246	Saccharomyces paradoxus	Northeast
New Hampshire	yHKB112	Candida sp.	Northeast
New Hampshire	yHMJ558	Candida railenensis	Northeast
New Hampshire	yHMJ565	Candida railenensis	Northeast
New Hampshire	yHKS261	Candida germanica	Northeast
New Hampshire	yHKB185	Candida sake	Northeast
New Hampshire	yHKB378	Mrakia sp.	Northeast
New Hampshire	yHKS223	Saccharomyces paradoxus	Northeast
New Hampshire	yHMJ562	Torulaspora delbrueckii	Northeast
New Hampshire	yHKB175	Cryptococcus pinus	Northeast
New Hampshire	yHKB404	Mrakia gelida	Northeast
New Hampshire	yHMJ556	Kluyveromyces lactis	Northeast
New Hampshire	yHMJ563	Kluyveromyces lactis	Northeast
New Hampshire	yHKB182	Mrakia psychrophila	Northeast
New Hampshire	yHKS220	Nakazawaea holstii	Northeast
New Hampshire	yHKS226	Saccharomyces paradoxus	Northeast
New Hampshire	yHMJ561	Candida railenensis	Northeast
New Hampshire	yHKS293	Mrakia sp.	Northeast
New Hampshire	yHKB108	Nakazawaea molendini-olei	Northeast
New Hampshire	yHKS258	Lachancea kluyveri	Northeast
New Hampshire	yHKB370	Mrakia aquatica	Northeast
New Hampshire	yHKB278	Sugiyamaella novakii	Northeast
New Hampshire	yHKB401	Mrakia gelida	Northeast
