StrainID	Species_Old	Genus_Old	Phylum	GPS	Lat	Long	Associated	General	Specific	Fruits	Fruit.Family	Fruit.Type	Rotting	Plant.Genus	Plant.Species	Common.Name	Other.Associations	Notes	Set	Morpho	SetID	IsoTemp	Specific.Location	State	Collected.By	X	X.1	Species	Subphylum	Genus
yHRM50	Torulaspora delbrueckii	Torulaspora	Ascomycota	NA	NA	NA	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	a	YHRM_42	22	Salem, Oregon (Pringle Creek)	Oregon	Quinn	TRUE	yHRM50	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRM55	Torulaspora delbrueckii	Torulaspora	Ascomycota	NA	NA	NA	Tree	Plant Matter	Bark	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	a	YHRM_56	22	Salem, Oregon (Pringle Creek Salem)	Oregon	Quinn	TRUE	yHRM55	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRM62	Torulaspora delbrueckii	Torulaspora	Ascomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Salix	Salix sp.	Willow	NA	NA	3_R_1	a	YHRM_3_R_1	22	Picnic Point, Madison WI	Wisconsin	RM	TRUE	yHRM62	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRM66	Torulaspora delbrueckii	Torulaspora	Ascomycota	NA	NA	NA	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	3_R_8	a	YHRM_3_R_8	22	Picnic Point, Madison WI	Wisconsin	RM	TRUE	yHRM66	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRM74	Torulaspora delbrueckii	Torulaspora	Ascomycota	NA	NA	NA	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	3_R_19	a	YHRM_3_R_19	22	Picnic Point, Madison WI	Wisconsin	RM	TRUE	yHRM74	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM101	Torulaspora delbrueckii	Torulaspora	Ascomycota	36.911855, -80.319293	36.911855	-80.319293	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	12D3	a	YHRVM_12D3	22	Floyd, VA	Virginia	D. Leith Nye	TRUE	yHRVM101	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM102	Torulaspora delbrueckii	Torulaspora	Ascomycota	36.911855, -80.319293	36.911855	-80.319293	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	12D3	b	YHRVM_12D3	22	Floyd, VA	Virginia	D. Leith Nye	TRUE	yHRVM102	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM143	Torulaspora delbrueckii	Torulaspora	Ascomycota	41.783079, -87.580511	41.783079	-87.580511	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	28D4-CS	a	YHRVM_28D4-CS	30	Jackson Park, IL	Illinois	Goose Island CS	TRUE	yHRVM143	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM158	Torulaspora delbrueckii	Torulaspora	Ascomycota	41.542595, -87.682994	41.542595	-87.682994	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	25D4-CS	a	YHRVM_25D4-CS	22	Flossmoor, IL	Illinois	Goose Island CS	TRUE	yHRVM158	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM162	Torulaspora delbrueckii	Torulaspora	Ascomycota	41.542595, -87.682994	41.542595	-87.682994	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	25D4-CS	b	YHRVM_25D4-CS	30	Flossmoor, IL	Illinois	Goose Island CS	TRUE	yHRVM162	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM177	Torulaspora delbrueckii	Torulaspora	Ascomycota	41.783079, -87.580511	41.783079	-87.580511	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	28D4-CS	c	YHRVM_28D4-CS	30	Jackson Park, IL	Illinois	Goose Island CS	TRUE	yHRVM177	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM190	Torulaspora delbrueckii	Torulaspora	Ascomycota	42.034808, -88.292849	42.034808	-88.292849	Tree	Plant Matter	Bark	NA	NA	NA	NA	Salix	Salix sp.	Weeping Willow	NA	NA	21D4-CS	c	YHRVM_21D4-CS	30	Elgin, IL	Illinois	Goose Island CS	TRUE	yHRVM190	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM20	Torulaspora delbrueckii	Torulaspora	Ascomycota	46.482739, -86.671216	46.482739	-86.671216	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Fagus	Fagus sp.	Beech	NA	NA	8CAHD2	a	YHRVM_8CAHD2	22	Grand Island, MI	Michigan	Chris Hittinger, Amanda Hulfachor	TRUE	yHRVM20	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM212	Torulaspora delbrueckii	Torulaspora	Ascomycota	34.951681, -82.946213	34.951681	-82.946213	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	17D4-CS	a	YHRVM_17D4-CS	10	Devil's Fork State Park, SC	South Carolina	CTH parents	TRUE	yHRVM212	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM24	Torulaspora delbrueckii	Torulaspora	Ascomycota	46.482739, -86.671216	46.482739	-86.671216	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Fagus	Fagus sp.	Beech	NA	NA	9CAHD2	a	YHRVM_9CAHD2	22	Grand Island, MI	Michigan	Chris Hittinger, Amanda Hulfachor	TRUE	yHRVM24	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM270	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.983207, -123.094710	43.983207	-123.09471	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Bracket Fungus	NA	NA	16D5	a	YHRVM_16D5	30	Spencer's Butte, Eugene, OR	Oregon	Quinn Langdon	TRUE	yHRVM270	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM274	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.983207, -123.094710	43.983207	-123.09471	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Bracket Fungus	NA	NA	16D5	a	YHRVM_16D5	22	Spencer's Butte, Eugene, OR	Oregon	Quinn Langdon	TRUE	yHRVM274	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM291	Torulaspora delbrueckii	Torulaspora	Ascomycota	41.542595, -87.682994	41.542595	-87.682994	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	25D4-CS	a	YHRVM_25D4-CS	10	Flossmoor, IL	Illinois	Goose Island CS	TRUE	yHRVM291	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM43	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.072871, -89.407803	43.072871	-89.407803	Fungus	Fungus	Fungus	NA	NA	NA	NA	Uknown	Unknown	Unknown	NA	NA	6D1	a	YHRVM_6D1	10	Madison, WI	Wisconsin	Ryan Moriarty	TRUE	yHRVM43	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM75	Torulaspora delbrueckii	Torulaspora	Ascomycota	36.911855, -80.319293	36.911855	-80.319293	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	12D3	a	YHRVM_12D3	30	Floyd, VA	Virginia	D. Leith Nye	TRUE	yHRVM75	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHQL391	Torulaspora delbrueckii	Torulaspora	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Miscellaneous	Miscellaneous	Wood	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	stump interior	AS#5	b	YHQL_AS#5	22	Chadwick, Illinois-Sheddan property	Illinois	Angela Sheddan	TRUE	yHQL391	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHQL543	Torulaspora delbrueckii	Torulaspora	Ascomycota	45.871530, -122.793825	45.87153	-122.793825	Tree	Plant Matter	Bark	NA	NA	NA	NA	Malus	Malus sp.	Apple	Moss	base of apple tree	QL#31	a	YHQL_QL#31	22	West Sand Island, OR	Oregon	Bill Vagt	TRUE	yHQL543	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHKS653	Scheffersomyces ergatensis	Scheffersomyces	Ascomycota	47.367135, -88.310052	47.367135	-88.310052	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Pinus	Pinus strobus	White Pine	NA	Old white pine on a cliff	#258	c	YHKS_#258	22	Keweenaw County, Michigan (Cliff Mine Cemetery)	Michigan	Chris Hittinger	TRUE	yHKS653	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHKS683	Scheffersomyces ergatensis	Scheffersomyces	Ascomycota	43.060776, -88.402332	43.060776	-88.402332	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Quercus	Quercus sp.	Oak	NA	NA	#218	a	YHKS_#218	10	Delafield,WI	Wisconsin	Kayla Sylvester	TRUE	yHKS683	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHKS686	Scheffersomyces ergatensis	Scheffersomyces	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	NA	#223	a	YHKS_#223	10	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS686	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHKS726	Scheffersomyces ergatensis	Scheffersomyces	Ascomycota	47.367135, -88.310052	47.367135	-88.310052	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Pinus	Pinus strobus	White Pine	NA	Old white pine on a cliff	#258	a	YHKS_#258	10	Keweenaw County, Michigan (Cliff Mine Cemetery)	Michigan	Chris Hittinger	TRUE	yHKS726	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHQL61	Scheffersomyces ergatensis	Scheffersomyces	Ascomycota	46.485556,-86.660833	46.485556	-86.660833	Tree	Plant Matter	Nut	Beech Nut	Fagaceae	Nut	NA	Fagus	Fagus sp.	Beech	NA	NA	A&CH22	a	YHQL_A&CH22	22	Grand Island National Rec Area:  46° 29 minutes eight seconds North 86° 39 minutes 39 seconds west	Michigan	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL61	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHAB204	Saccharomyces paradoxus	Saccharomyces	Ascomycota	46.603602, -85.206239	46.603602	-85.206239	Tree	Soil	Soil	NA	NA	NA	NA	Tsuga	Tsuga sp.	Hemlock	NA	NA	2.22	a	YHAB_2.22	30	Tahquamenon falls, MI, lower falls, Island	Michigan	ABH/CTH	TRUE	yHAB204	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKB115	Saccharomyces paradoxus	Saccharomyces	Ascomycota	44:-88	44	-88	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus rubra	Red Oak	NA	NA	KBOCT7	a	YHKB_KBOCT7	22	Northeastern WI	Wisconsin	Bill Saucier	TRUE	yHKB115	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKB128	Saccharomyces paradoxus	Saccharomyces	Ascomycota	44:-88	44	-88	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer rubrum	Red Maple	NA	NA	KBOCT9	a	YHKB_KBOCT9	22	Northeastern WI	Wisconsin	Bill Saucier	TRUE	yHKB128	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS10	Saccharomyces paradoxus	Saccharomyces	Ascomycota	43.134054, -88.222331	43.134054	-88.222331	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Malus	Malus coronaria	Crabapple	NA	NA	#15	a	YHKS_#15	30	Sussex, WI	Wisconsin	Kayla Sylvester	TRUE	yHKS10	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS223	Saccharomyces paradoxus	Saccharomyces	Ascomycota	43.567496, -72.289615	43.567496	-72.289615	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#104	a	YHKS_#104	30	272 Ladieu Rd. Plainfield, NH	New Hampshire	Alysha Heimberg	TRUE	yHKS223	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS224	Saccharomyces paradoxus	Saccharomyces	Ascomycota	43.567496, -72.289615	43.567496	-72.289615	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#105	a	YHKS_#105	30	272 Ladieu Rd. Plainfield, NH	New Hampshire	Alysha Heimberg	TRUE	yHKS224	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS225	Saccharomyces paradoxus	Saccharomyces	Ascomycota	43.567496, -72.289615	43.567496	-72.289615	Tree	Soil	Soil	NA	NA	NA	NA	Betula	Betula papyrifera	White Birch	NA	NA	#111	a	YHKS_#111	30	272 Ladieu Rd. Plainfield, NH	New Hampshire	Alysha Heimberg	TRUE	yHKS225	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS226	Saccharomyces paradoxus	Saccharomyces	Ascomycota	43.567496, -72.289615	43.567496	-72.289615	Tree	Soil	Soil	NA	NA	NA	NA	Betula	Betula populifolia	Grey Birch	NA	NA	#112	a	YHKS_#112	30	272 Ladieu Rd. Plainfield, NH	New Hampshire	Alysha Heimberg	TRUE	yHKS226	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS246	Saccharomyces paradoxus	Saccharomyces	Ascomycota	43.567496, -72.289615	43.567496	-72.289615	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#102	a	YHKS_#102	22	272 Ladieu Rd. Plainfield, NH	New Hampshire	Alysha Heimberg	TRUE	yHKS246	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS248	Saccharomyces paradoxus	Saccharomyces	Ascomycota	43.567496, -72.289615	43.567496	-72.289615	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#105	a	YHKS_#105	22	272 Ladieu Rd. Plainfield, NH	New Hampshire	Alysha Heimberg	TRUE	yHKS248	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS253	Saccharomyces paradoxus	Saccharomyces	Ascomycota	43.567496, -72.289615	43.567496	-72.289615	Tree	Soil	Soil	NA	NA	NA	NA	Betula	Betula populifolia	Grey Birch	NA	NA	#112	a	YHKS_#112	22	272 Ladieu Rd. Plainfield, NH	New Hampshire	Alysha Heimberg	TRUE	yHKS253	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS254	Saccharomyces paradoxus	Saccharomyces	Ascomycota	43.567496, -72.289615	43.567496	-72.289615	Tree	Soil	Soil	NA	NA	NA	NA	Betula	Betula papyrifera	White Birch	NA	NA	#114	a	YHKS_#114	22	272 Ladieu Rd. Plainfield, NH	New Hampshire	Alysha Heimberg	TRUE	yHKS254	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS267	Saccharomyces paradoxus	Saccharomyces	Ascomycota	38.927490, -92.348921	38.92749	-92.348921	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	#6M	a	YHKS_#6M	10	Columbia, MO (Hinkson Creek)	Missouri	William Alexander	TRUE	yHKS267	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS306	Saccharomyces paradoxus	Saccharomyces	Ascomycota	43.567496, -72.289615	43.567496	-72.289615	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#105	a	YHKS_#105	10	272 Ladieu Rd. Plainfield, NH	New Hampshire	Alysha Heimberg	TRUE	yHKS306	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS320	Saccharomyces paradoxus	Saccharomyces	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer saccharum	Sugar Maple	NA	NA	#134	a	YHKS_#134	30	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS320	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS5	Saccharomyces paradoxus	Saccharomyces	Ascomycota	43.331551, -88.290378	43.331551	-88.290378	Tree	Plant Matter	Bark	NA	NA	NA	NA	NA	NA	NA	NA	NA	#17	a	YHKS_#17	30	Slinger, WI (Ice Age Trail)	Wisconsin	Kayla Sylvester	TRUE	yHKS5	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS54	Saccharomyces paradoxus	Saccharomyces	Ascomycota	40.196441, -92.579533	40.196441	-92.579533	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	#2M	a	YHKS_#2M	30	Kirksville, MO	Missouri	William Alexander	TRUE	yHKS54	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS579	Saccharomyces paradoxus	Saccharomyces	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer saccharum	Sugar Maple	NA	NA	#224	a	YHKS_#224	30	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS579	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS58	Saccharomyces paradoxus	Saccharomyces	Ascomycota	38.927490, -92.348921	38.92749	-92.348921	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	#6M	b	YHKS_#6M	30	Columbia, MO (Hinkson Creek)	Missouri	William Alexander	TRUE	yHKS58	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS602	Saccharomyces paradoxus	Saccharomyces	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#233	a	YHKS_#233	22	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS602	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS613	Saccharomyces paradoxus	Saccharomyces	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Betula	Betula papyrifera	White Birch	NA	NA	#246	a	YHKS_#246	22	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS613	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS69	Saccharomyces paradoxus	Saccharomyces	Ascomycota	40.196441, -92.579533	40.196441	-92.579533	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	#1M	a	YHKS_#1M	30	Kirksville, MO	Missouri	William Alexander	TRUE	yHKS69	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS71	Saccharomyces paradoxus	Saccharomyces	Ascomycota	38.951813, -92.336335	38.951813	-92.336335	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#5M	a	YHKS_#5M	30	Columbia, MO	Missouri	William Alexander	TRUE	yHKS71	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS752	Saccharomyces paradoxus	Saccharomyces	Ascomycota	36.023225, -80.303844	36.023225	-80.303844	Tree	Soil/Plant Matter	Soil/Grass/Twigs	NA	NA	NA	NA	Diospryos	Diospryos sp.	Diospryos sp.	NA	NA	#276	a	YHKS_#276	30	2644 Evans Rd, Winston-Salem, NC (27127)	North Carolina	Leslie Shown	TRUE	yHKS752	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS753	Saccharomyces paradoxus	Saccharomyces	Ascomycota	36.023225, -80.303844	36.023225	-80.303844	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Ulmus	Ulmus americana	American Elm	NA	NA	#277	a	YHKS_#277	30	2645 Evans Rd, Winston-Salem, NC (27127)	North Carolina	Leslie Shown	TRUE	yHKS753	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHKS776	Saccharomyces paradoxus	Saccharomyces	Ascomycota	36.023225, -80.303844	36.023225	-80.303844	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Ulmus	Ulmus americana	American Elm	NA	NA	#277	a	YHKS_#277	22	2666 Evans Rd, Winston-Salem, NC (27127)	North Carolina	Leslie Shown	TRUE	yHKS776	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
YHMH114	Saccharomyces paradoxus	Saccharomyces	Ascomycota	42.943977, -89.583042	42.943977	-89.583042	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	45	a	YHMH_45	10	verona Town, Bud Jackson school Forest, WI	Wisconsin	Max Haase	TRUE	YHMH114	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
YHMH115	Saccharomyces paradoxus	Saccharomyces	Ascomycota	42.943977, -89.583042	42.943977	-89.583042	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	45	b	YHMH_45	10	verona Town, Bud Jackson school Forest, WI	Wisconsin	Max Haase	TRUE	YHMH115	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
YHMH117	Saccharomyces paradoxus	Saccharomyces	Ascomycota	42.945431, -89.584102	42.945431	-89.584102	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	49	b	YHMH_49	10	verona Town, Bud Jackson school Forest, WI	Wisconsin	Max Haase	TRUE	YHMH117	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHMJ606	Saccharomyces paradoxus	Saccharomyces	Ascomycota	43.761667, 71.668611	43.761667	-71.668611	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Bracket Fungus	NA	NA	60	a	YHMJ_60	22	New Hampshire	New Hampshire	C. T. Hittinger	TRUE	yHMJ606	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHQL231	Saccharomyces paradoxus	Saccharomyces	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Fungus	Fungus	NA	NA	NA	NA	Ostrya	Ostrya virginiana	American hophornbeam	Fungus	NA	3	a	YHQL_3	30	Blue Mound State Park	Wisconsin	Sarah Wright	TRUE	yHQL231	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHQL237	Saccharomyces paradoxus	Saccharomyces	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Plant Matter	Bark	NA	NA	NA	NA	Ostrya	Ostrya virginiana	American hophornbeam	NA	NA	7	a	YHQL_7	30	Blue Mound State Park	Wisconsin	Sarah Wright	TRUE	yHQL237	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHQL297	Saccharomyces paradoxus	Saccharomyces	Ascomycota	39.871665, -79.492928	39.871665	-79.492928	Tree	Lichen	Lichen	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	NA	QL#12	a	YHQL_QL#12	30	Ohiopyle, PA	Pennsylvania	Scott Zasadil	TRUE	yHQL297	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHQL316	Saccharomyces paradoxus	Saccharomyces	Ascomycota	39.871665, -79.492928	39.871665	-79.492928	Tree	Lichen	Lichen	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	on decaying tree	QL#12	a	YHQL_QL#12	22	Ohiopyle, PA	Pennsylvania	info needed	TRUE	yHQL316	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHQL418	Saccharomyces paradoxus	Saccharomyces	Ascomycota	39.467750, -123.156111	39.46775	-123.156111	Miscellaneous	Miscellaneous	Flotsam	NA	NA	NA	NA	NA	NA	NA	NA	Eel river flotsom, stuff caught on tree branch during spring runnoff	QL#27	a	YHQL_QL#27	22	Potter Valley, CA	California	Harry Iwatsuki	TRUE	yHQL418	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHQL442	Saccharomyces paradoxus	Saccharomyces	Ascomycota	37.626981,-119.635941	37.626981	-119.635941	Tree	Plant Matter	Needles	NA	NA	NA	NA	Pinus	Pinus lambertiana	Sugar Pine	Sarcodes sanguinea	Lichen	QL#20	a	YHQL_QL#20	10	Yosemite Nat'l Park, CA, 37°37'37.1332N X 119°38'9.3862W	California	Bill Vagt	TRUE	yHQL442	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHQL457	Saccharomyces paradoxus	Saccharomyces	Ascomycota	40.396,-80.13	40.396	-80.13	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	Soil from a gulley at the base of cliff	KS#288	a	YHQL_KS#288	10	Collier Townshiop, PA/walkers mill, Pan Handel trail	Pennsylvania	Zasadil	TRUE	yHQL457	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHQL496	Saccharomyces paradoxus	Saccharomyces	Ascomycota	37.626981,-119.635941	37.626981	-119.635941	Tree	Plant Matter	Needles	NA	NA	NA	NA	Pinus	Pinus lambertiana	Sugar Pine	Sarcodes sanguinea	Lichen	QL#20	c	YHQL_QL#20	10	Yosemite Nat'l Park, CA, 37°37'37.1332N X 119°38'9.3862W	California	Bill Vagt	TRUE	yHQL496	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHQL675	Saccharomyces paradoxus	Saccharomyces	Ascomycota	44.837907, -88.331760	44.837907	-88.33176	Soil	Soil	Compost	NA	NA	NA	NA	NA	NA	NA	NA	potatoes, apples, and pear based	9	a	YHQL_9	30	W1348 Church Rd., Cecil WI 54111 (Sorlie's)	Wisconsin	Sorlie, Lisa	TRUE	yHQL675	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHQL689	Saccharomyces paradoxus	Saccharomyces	Ascomycota	44.837907, -88.331760	44.837907	-88.33176	Soil	Soil	Compost	NA	NA	NA	NA	NA	NA	NA	NA	potatoes, apples, and pear based	9	a	YHQL_9	22	W1348 Church Rd., Cecil WI 54111 (Sorlie's)	Wisconsin	Sorlie, Lisa	TRUE	yHQL689	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHRM48	Saccharomyces paradoxus	Saccharomyces	Ascomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	1.2	b	YHRM_1.2	22	Salem, Oregon (Park & Church St)	Oregon	Quinn	TRUE	yHRM48	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHRM69	Saccharomyces paradoxus	Saccharomyces	Ascomycota	NA	NA	NA	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	3_R_11	a	YHRM_3_R_11	22	Picnic Point, Madison WI	Wisconsin	RM	TRUE	yHRM69	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHRM71	Saccharomyces paradoxus	Saccharomyces	Ascomycota	NA	NA	NA	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	3_R_16	a	YHRM_3_R_16	22	Picnic Point, Madison WI	Wisconsin	RM	TRUE	yHRM71	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
yHRM73	Saccharomyces paradoxus	Saccharomyces	Ascomycota	NA	NA	NA	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	3_R_18	a	YHRM_3_R_18	22	Picnic Point, Madison WI	Wisconsin	RM	TRUE	yHRM73	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces
