StrainID	OTU	Phylum	Subphylum	Lattitude	Longitude	Sample Substrate Type	Substrate Genus	Substrate Species	Substrate Common Name	Sample ID	Isolation Temp (deg. C)	Enrichment Media Glucose %	State	Collected By
yHKB64	Candida railenensis	Ascomycota	Saccharomycotina	44.3878	-71.1731	Bark	Betula	Betula sp.	Birch	YHKB_NH1	30	0.8	New Hampshire	Beth Sargent
yHKB71	Candida railenensis	Ascomycota	Saccharomycotina	44.3878	-71.1731	Fruit/Leaves	Malus	Malus sp.	Apple	YHKB_NH7	30	0.8	New Hampshire	Beth Sargent
yHKB92	Candida railenensis	Ascomycota	Saccharomycotina	44.3878	-71.1731	Leaves	Unknown	Unknown	Unknown	YHKB_NH2	22	0.8	New Hampshire	Beth Sargent
YHMH95	Candida railenensis	Ascomycota	Saccharomycotina	44.499972	-87.922144	Soil	NA	NA	NA	YHMH_61	10	0.8	Wisconsin	Max Haase
yHAB256	Candida sake	Ascomycota	Saccharomycotina	45.71781	-86.669512	Soil	Acer	Acer sp.	Maple	YHAB_3.8	10	8	Michigan	ABH/CTH
yHKS213	Candida sake	Ascomycota	Saccharomycotina	43.695818	-87.718146	Bark	Quercus	Quercus sp.	Oak	YHKS_#58	10	8	Wisconsin	Kayla Sylvester
yHKS335	Candida sake	Ascomycota	Saccharomycotina	43.567496	-72.289615	Leaves	Fagus	Fagus grandifolia	American Beech	YHKS_#88	10	8	New Hampshire	Alysha Heimberg
yHKS416	Candida sake	Ascomycota	Saccharomycotina	43.695741	-87.718414	Soil	Fagus	Fagus grandifolia	American Beech	YHKS_#126	10	8	Wisconsin	Kayla Sylvester
yHKS486	Candida sake	Ascomycota	Saccharomycotina	48.725722	-122.359948	Bark	Abies	Abies sp.	Fir	YHKS_#146	10	8	Washington	Mary B. O'Neill
yHKS487	Candida sake	Ascomycota	Saccharomycotina	48.725722	-122.359948	Bark	Abies	Abies sp.	Fir	YHKS_#146	10	8	Washington	Mary B. O'Neill
yHKS488	Candida sake	Ascomycota	Saccharomycotina	48.725722	-122.359948	Soil	Unknown	Unknown	Bamboo	YHKS_#151	10	8	Washington	Mary B. O'Neill
yHKS523	Candida sake	Ascomycota	Saccharomycotina	48.725722	-122.359948	Bark	Thuja	Thuja plicata	Pacific Redcedar	YHKS_#152	10	8	Washington	Mary B. O'Neill
yHKS524	Candida sake	Ascomycota	Saccharomycotina	48.725722	-122.359948	Soil	Thuja	Thuja plicata	Pacific Redcedar	YHKS_#155	10	8	Washington	Mary B. O'Neill
yHKS567	Candida sake	Ascomycota	Saccharomycotina	60.476499	-150.330873	Soil	Unknown	Unknown	Unknown	YHKS_#202	22	8	Alaska	Jacob Barnes
yHKS629	Candida sake	Ascomycota	Saccharomycotina	60.476499	-150.330873	Soil	Unknown	Unknown	Unknown	YHKS_#202	10	8	Alaska	Jacob Barnes
yHKS634	Candida sake	Ascomycota	Saccharomycotina	60.476499	-150.330873	Soil	Unknown	Unknown	Unknown	YHKS_#202	10	8	Alaska	Jacob Barnes
yHKS684	Candida sake	Ascomycota	Saccharomycotina	43.060776	-88.402332	Bark	Quercus	Quercus sp.	Oak	YHKS_#219	10	8	Wisconsin	Kayla Sylvester
yHKS690	Candida sake	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	Acer	Acer saccharum	Sugar Maple	YHKS_#226	10	8	Wisconsin	Kayla Sylvester
yHKS692	Candida sake	Ascomycota	Saccharomycotina	43.695741	-87.718414	Soil	Fagus	Fagus grandifolia	American Beech	YHKS_#228	10	8	Wisconsin	Kayla Sylvester
yHKS693	Candida sake	Ascomycota	Saccharomycotina	43.695741	-87.718414	Soil	Fagus	Fagus grandifolia	American Beech	YHKS_#228	10	8	Wisconsin	Kayla Sylvester
yHKS703	Candida sake	Ascomycota	Saccharomycotina	43.695741	-87.718414	Soil	Fagus	Fagus grandifolia	American Beech	YHKS_#237	10	8	Wisconsin	Kayla Sylvester
yHKS708	Candida sake	Ascomycota	Saccharomycotina	43.695741	-87.718414	Soil	Fagus	Fagus grandifolia	American Beech	YHKS_#242	10	8	Wisconsin	Kayla Sylvester
yHKS725	Candida sake	Ascomycota	Saccharomycotina	47.4416	-87.878877	Bark	Betula	Betula sp.	Birch	YHKS_#254	10	8	Michigan	Chris Hittinger
yHKS779	Candida sake	Ascomycota	Saccharomycotina	44.905387	-89.78128	Bark	Ulmus	Ulmus sp.	Elm	YHKS_#280	22	8	Wisconsin	S. Smead
yHQL117	Candida sake	Ascomycota	Saccharomycotina	46.122696	-123.927882	Soil	Festuca	Festuca rubra	Native Red Fescue	YHQL_OR 15.2	30	8	Oregon	Quinn Langdon
yHQL118	Candida sake	Ascomycota	Saccharomycotina	44.934125	-123.036923	Soil	Quercus	Quercus sp.	Oak	YHQL_OR 2	10	8	Oregon	Quinn Langdon
yHQL440	Candida sake	Ascomycota	Saccharomycotina	39.876949	-123.724678	Leaves	Quercus	Quercus virginiana	Live Oak	YHQL_QL#19	10	8	California	Bill Vagt
yHQL441	Candida sake	Ascomycota	Saccharomycotina	39.876949	-123.724678	Leaves	Quercus	Quercus virginiana	Live Oak	YHQL_QL#19	10	8	California	Bill Vagt
yHQL463	Candida sake	Ascomycota	Saccharomycotina	40.382764	-80.048519	Soil	Zea	Zea mays	Corn	YHQL_KS#293	10	8	Pennsylvania	Zasadil
yHQL465	Candida sake	Ascomycota	Saccharomycotina	40.382764	-80.048519	Soil	Cornus	Cornus sp.	Dogwood	YHQL_KS#294	10	8	Pennsylvania	Zasadil
yHQL486	Candida sake	Ascomycota	Saccharomycotina	42.013309	-89.890341	Wood	Unknown	Unknown	Unknown	YHQL_AS#9	10	8	Illinois	Angela Sheddan
yHRVM122	Candida sake	Ascomycota	Saccharomycotina	47.861132	-122.060318	Plant Matter	Equisetum	Equisetum sp.	Horsetail	YHRVM_6D3	10	8	Washington	Emily Baker
yHRVM201	Candida sake	Ascomycota	Saccharomycotina	42.866603	-88.33655	Soil	Hosta	Hosta sp.	Hosta	YHRVM_2D4	10	8	Wisconsin	Ryan Moriarty
yHRVM228	Candida sake	Ascomycota	Saccharomycotina	34.951681	-82.946213	Sand	NA	NA	NA	YHRVM_11D4-CS	10	8	South Carolina	CTH parents
yHRVM229	Candida sake	Ascomycota	Saccharomycotina	34.951681	-82.946213	Sand	NA	NA	NA	YHRVM_11D4-CS	10	8	South Carolina	CTH parents
yHRVM260	Candida sake	Ascomycota	Saccharomycotina	34.951681	-82.946213	Sand	NA	NA	NA	YHRVM_11D4-CS	10	8	South Carolina	CTH parents
yHRVM50	Candida sake	Ascomycota	Saccharomycotina	43.072871	-89.407803	Bark	Unknown	Unknown	Unknown	YHRVM_7D1	10	8	Wisconsin	Ryan Moriarty
yHRVM56	Candida sake	Ascomycota	Saccharomycotina	43.072871	-89.407803	Fungus	Unknown	Unknown	Fungus	YHRVM_6D1	10	8	Wisconsin	Ryan Moriarty
yHRVM61	Candida sake	Ascomycota	Saccharomycotina	43.072871	-89.407803	Moss	Unknown	Unknown	Moss	YHRVM_8D1	10	8	Wisconsin	Ryan Moriarty
yHRVM63	Candida sake	Ascomycota	Saccharomycotina	43.072871	-89.407803	Moss	Unknown	Unknown	Moss	YHRVM_8D1	10	8	Wisconsin	Ryan Moriarty
yHKB185	Candida sake	Ascomycota	Saccharomycotina	44.3878	-71.1731	Bark	Betula	Betula sp.	Birch	YHKB_NH1	10	0.8	New Hampshire	Beth Sargent
yHKB321	Candida sake	Ascomycota	Saccharomycotina	42.1872	-93.5956	Leaves	Unknown	Unknown	Unknown	YHKB_RT2	22	0.8	Iowa	Kelly Buh
yHKB322	Candida sake	Ascomycota	Saccharomycotina	42.1872	-93.5956	Fruit	Unknown	Unknown	Unknown	YHKB_RT4	22	0.8	Iowa	Kelly Buh
yHKB323	Candida sake	Ascomycota	Saccharomycotina	42.1872	-93.5956	Soil/Plant Matter	Unknown	Unknown	Unknown	YHKB_RT3	22	0.8	Iowa	Kelly Buh
yHKB338	Candida sake	Ascomycota	Saccharomycotina	42.1872	-93.5956	Soil	Unknown	Unknown	Unknown	YHKB_RT2	22	0.8	Iowa	Kelly Buh
yHKB339	Candida sake	Ascomycota	Saccharomycotina	42.1872	-93.5956	Soil/Plant Matter	Unknown	Unknown	Unknown	YHKB_RT3	22	0.8	Iowa	Kelly Buh
yHKB364	Candida sake	Ascomycota	Saccharomycotina	44.3878	-71.1731	Bark	Betula	Betula sp.	Birch	YHKB_NH1	4	0.8	New Hampshire	Beth Sargent
yHKB365	Candida sake	Ascomycota	Saccharomycotina	44.3878	-71.1731	Flower/Leaves	Syringa	Syringa sp.	Lilac	YHKB_NH9	4	0.8	New Hampshire	Beth Sargent
yHKB424	Candida sake	Ascomycota	Saccharomycotina	42.1872	-93.5956	Duff	Unknown	Unknown	Unknown	YHKB_RT6	10	0.8	Iowa	Kelly Buh
yHKB425	Candida sake	Ascomycota	Saccharomycotina	42.1872	-93.5956	Duff	Unknown	Unknown	Unknown	YHKB_RT6	10	0.8	Iowa	Kelly Buh
yHKB426	Candida sake	Ascomycota	Saccharomycotina	40.0728	-94.1048	Soil/Grass	Unknown	Unknown	Unknown	YHKB_RT7	10	0.8	Missouri	Kelly Buh
yHKB427	Candida sake	Ascomycota	Saccharomycotina	42.1872	-93.5956	Soil	Unknown	Unknown	Unknown	YHKB_RT2	10	0.8	Iowa	Kelly Buh
yHKB428	Candida sake	Ascomycota	Saccharomycotina	42.1872	-93.5956	Soil/Plant Matter	Unknown	Unknown	Unknown	YHKB_RT3	10	0.8	Iowa	Kelly Buh
yHKB431	Candida sake	Ascomycota	Saccharomycotina	44.89	-88.3073	Fruit	Malus	Malus sp.	Apple Tree	YHKB_LS14	10	0.8	Wisconsin	Lisa Sorlie
yHKB447	Candida sake	Ascomycota	Saccharomycotina	36.0999	-80.2442	Soil	Quercus	Quercus alba	White Oak	YHKB_S1	10	0.8	North Carolina	Leslie Shown
yHKB45	Candida sake	Ascomycota	Saccharomycotina	60.4789127	-150.3230643	Soil	Unknown	Unknown	Unknown	YHKB_8G	22	0.8	Alaska	NA
yHKB453	Candida sake	Ascomycota	Saccharomycotina	36.0999	-80.2442	Soil	Quercus	Quercus alba	White Oak	YHKB_S1	10	0.8	North Carolina	Leslie Shown
yHRM59	Candida santamariae	Ascomycota	Saccharomycotina	NA	NA	Soil	Thuja	Thuja plicata	Pacific Redcedar	YHRM_51	22	8	Oregon	Quinn
yHKS244	Candida santamariae	Ascomycota	Saccharomycotina	43.567496	-72.289615	Leaves	Betula	Betula alleghaniensis	Yellow Birch	YHKS_#98	22	8	New Hampshire	Alysha Heimberg
yHKS260	Candida santamariae	Ascomycota	Saccharomycotina	43.567496	-72.289615	Leaves	Fagus	Fagus grandifolia	American Beech	YHKS_#88	22	8	New Hampshire	Alysha Heimberg
yHQL122	Candida santamariae	Ascomycota	Saccharomycotina	46.122696	-123.927882	Soil	Vaccinium	Vaccinium ovatum	Evergreen Huckleberry	YHQL_OR 13	10	8	Oregon	Quinn Langdon
yHQL322	Candida santamariae	Ascomycota	Saccharomycotina	37.457021	-119.643303	Soil	Quercus	Quercus velutina	Black Oak	YHQL_QL#21	22	8	California	Bill Vagt
yHQL324	Candida santamariae	Ascomycota	Saccharomycotina	37.530983	-119.626228	Fungus	Unknown	Unknown	Unknown	YHQL_QL#23	22	8	California	Bill Vagt
yHQL439	Candida santamariae	Ascomycota	Saccharomycotina	41.158958	-122.305077	Needles	Quercus	Quercus alba	White Oak	YHQL_QL#17	10	8	California	Bill Vagt
yHQL444	Candida santamariae	Ascomycota	Saccharomycotina	37.457021	-119.643303	Soil	Quercus	Quercus velutina	Black Oak	YHQL_QL#21	10	8	California	Bill Vagt
yHQL445	Candida santamariae	Ascomycota	Saccharomycotina	37.457021	-119.643303	Soil	Quercus	Quercus velutina	Black Oak	YHQL_QL#21	10	8	California	Bill Vagt
yHQL446	Candida santamariae	Ascomycota	Saccharomycotina	37.457021	-119.643303	Soil	Quercus	Quercus velutina	Black Oak	YHQL_QL#21	10	8	California	Bill Vagt
yHQL454	Candida santamariae	Ascomycota	Saccharomycotina	37.530983	-119.626228	Fungus	Unknown	Unknown	Unknown	YHQL_QL#23	10	8	California	Bill Vagt
yHKB13	Candida sanyaensis	Ascomycota	Saccharomycotina	26.5276	-82.1948	Sand	NA	NA	NA	YHKB_BFF5	30	0.8	Florida	Alison Coffey
yHAB170	Candida savonica	Ascomycota	Saccharomycotina	46.601361	-85.19079	Soil	Fagus	Fagus grandifolia	American Beech	YHAB_2.6	22	8	Michigan	ABH/CTH
yHAB216	Candida savonica	Ascomycota	Saccharomycotina	46.601361	-85.19079	Bark	Fagus	Fagus grandifolia	American Beech	YHAB_2.8	22	8	Michigan	ABH/CTH
yHQL185	Candida savonica	Ascomycota	Saccharomycotina	46.525703	-86.671012	Fungus	Unknown	Unknown	Unknown	YHQL_A&CH25	10	8	Michigan	Amanda Hulfachor & Chris Hittinger
yHQL320	Candida silvanorum	Ascomycota	Saccharomycotina	39.876949	-123.724678	Leaves	Quercus	Quercus virginiana	Live Oak	YHQL_QL#19	22	8	California	Bill Vagt
yHQL92	Candida sorboxylosa	Ascomycota	Saccharomycotina	43.070035	-89.421173	Seed	Ginkgo	Ginkgo biloba	Ginkgo	YHQL_smiley2A	22	8	Wisconsin	S. Smead
yHMJ557	Candida sp.	Ascomycota	Saccharomycotina	43.761667	-71.668611	Pine Cone	Unknown	Unknown	Unknown	YHMJ_61	22	unknown	New Hampshire	C. T. Hittinger
yHKS281	Candida sp.	Ascomycota	Saccharomycotina	43.567496	-72.289615	Leaves	Fagus	Fagus grandifolia	American Beech	YHKS_#88	10	8	New Hampshire	Alysha Heimberg
yHKS315	Candida sp.	Ascomycota	Saccharomycotina	43.695741	-87.718414	Fungus	Fagus	Fagus grandifolia	American Beech	YHKS_#130	30	8	Wisconsin	Kayla Sylvester
yHKS522	Candida sp.	Ascomycota	Saccharomycotina	48.725722	-122.359948	Leaves	Unknown	Unknown	Bamboo	YHKS_#150	10	8	Washington	Mary B. O'Neill
yHKS568	Candida sp.	Ascomycota	Saccharomycotina	60.69155	-151.289609	Leaves	Unknown	Unknown	Unknown	YHKS_#210	22	8	Alaska	Jacob Barnes
yHKS669	Candida sp.	Ascomycota	Saccharomycotina	47.4416	-87.878877	Bark	Betula	Betula sp.	Birch	YHKS_#254	30	8	Michigan	Chris Hittinger
yHKS676	Candida sp.	Ascomycota	Saccharomycotina	43.060776	-88.402332	Leaves	Carya	Carya ovata	Shgbark Hickory	YHKS_#212	10	8	Wisconsin	Kayla Sylvester
yHQL438	Candida sp.	Ascomycota	Saccharomycotina	41.158958	-122.305077	Needles	Quercus	Quercus alba	White Oak	YHQL_QL#17	10	8	California	Bill Vagt
yHQL451	Candida sp.	Ascomycota	Saccharomycotina	37.657021	-119.626228	Fungus	Pinus	Pinus contorta	Lodgepole Pine	YHQL_QL#22	10	8	California	Bill Vagt
yHQL527	Candida sp.	Ascomycota	Saccharomycotina	41.158958	-122.305077	Needles	Quercus	Quercus alba	White Oak	YHQL_QL#17	10	8	California	Bill Vagt
yHKB112	Candida sp.	Ascomycota	Saccharomycotina	44.3878	-71.1731	Bark	Unknown	Unknown	Unknown	YHKB_NH10	22	0.8	New Hampshire	Beth Sargent
yHKB131	Candida sp.	Ascomycota	Saccharomycotina	44.3878	-71.1731	Fruit/Leaves	Malus	Malus sp.	Apple	YHKB_NH7	22	0.8	New Hampshire	Beth Sargent
yHMJ44	Candida sp.	Ascomycota	Saccharomycotina	NA	NA	NA	NA	NA	NA	YHMJ_5	10	0.8	Minnesota	Martin Jarzyna
yHKS577	Candida subhashii	Ascomycota	Saccharomycotina	43.060776	-88.402332	Bark	Quercus	Quercus sp.	Oak	YHKS_#218	30	8	Wisconsin	Kayla Sylvester
yHQL347	Candida tropicalis	Ascomycota	Saccharomycotina	42.013309	-89.890341	Wood	Betula	Betula sp.	Birch	YHQL_AS#14	22	8	Illinois	Angela Sheddan
yHRVM135	Candida tropicalis	Ascomycota	Saccharomycotina	42.034808	-88.292849	Bark	Salix	Salix sp.	Weeping Willow	YHRVM_21D4-CS	30	8	Illinois	Goose Island CS
yHKB116	Candida tropicalis	Ascomycota	Saccharomycotina	41.795027	-88.021231	Duff	NA	NA	NA	YHKB_DG1	22	0.8	Illinois	Kelly Buh
yHKB300	Candida tropicalis	Ascomycota	Saccharomycotina	40.0728	-94.1048	Soil/Grass	Unknown	Unknown	Unknown	YHKB_RT7	30	0.8	Missouri	Kelly Buh
yHQL313	Candida vartiovaarae	Ascomycota	Saccharomycotina	45.182652	-110.61851	Soil	NA	NA	NA	YHQL_QL#5	22	8	Montana	Erik Jessen and Erica Macke
yHQL424	Candida vartiovaarae	Ascomycota	Saccharomycotina	45.182652	-110.61851	Soil	NA	NA	NA	YHQL_QL#5	10	8	Montana	Erik Jessen and Erica Macke
yHQL490	Candida vartiovaarae	Ascomycota	Saccharomycotina	37.883873	-87.557092	Soil	NA	NA	NA	YHQL_QL#1	10	8	Kentucky	Anna Kropornicka and Kurt Ehlert
yHQL509	Candida vartiovaarae	Ascomycota	Saccharomycotina	42.013309	-89.890341	Soil	NA	NA	NA	YHQL_AS#11	10	8	Illinois	Angela Sheddan
yHRM19	Candida xestobii	Ascomycota	Saccharomycotina	NA	NA	Leaves	Acer	Acer sp.	Maple	YHRM_1.1	22	8	Wisconsin	RM
yHRM41	Candida xestobii	Ascomycota	Saccharomycotina	NA	NA	Leaves	Salix	Salix sp.	Willow	YHRM_45	10	8	Wisconsin	RM
yHQL552	Candida zeylanoides	Ascomycota	Saccharomycotina	60.850069	-149.534257	Twigs	Tsuga	Tsuga sp.	Hemlock	YHQL_QL#38	22	8	Alaska	Mel Langdon
yHKB377	Caulerpa cupressoides	Basidiomycota	Not analyzed	43.4316	-89.7372	Soil	NA	NA	NA	YHKB_KBOCT16	4	0.8	Wisconsin	Drew Doering
yHQL470	Cephalosporium sp.	Ascomycota	Pezizomycotina	58.417721	-134.545988	Moss	Unknown	Unknown	Unknown	YHQL_KS#302	10	8	Alaska	parents of Ryan Mority
yHQL537	Coniochaeta hoffmannii	Ascomycota	Pezizomycotina	60.850069	-149.534257	Duff	Tsuga	Tsuga sp.	Hemlock	YHQL_QL#37	30	8	Alaska	Mel Langdon
yHQL293	Coniochaeta ligniaria	Ascomycota	Pezizomycotina	45.38682	-110.681776	Bark	Unknown	Unknown	Unknown	YHQL_QL#8	30	8	Montana	Erik Jessen and Erica Macke
yHKB396	Coniochaeta ligniaria	Ascomycota	Pezizomycotina	41.8089	-88.0112	Duff	NA	NA	NA	YHKB_DG3	4	0.8	Illinois	Kelly Buh
yHMJ164	Cryptococcus aquaticus	Basidiomycota	Not analyzed	43.312305	-91.781281	Leaves	Ailanthus	Ailanthus altissima	Tree of Heaven	YHMJ_23	4	0.8	Iowa	Martin Jarzyna
yHMJ167	Cryptococcus aquaticus	Basidiomycota	Not analyzed	43.312305	-91.781281	Leaves	Ailanthus	Ailanthus altissima	Tree of Heaven	YHMJ_23	4	0.8	Iowa	Martin Jarzyna
YHMH125	Cryptococcus carnescens	Basidiomycota	Not analyzed	44.500476	-87.923862	Bark	Acer	Acer sp.	Maple	YHMH_63	10	0.8	Wisconsin	Max Haase
yHKS491	Cryptococcus cuniculi	Basidiomycota	Not analyzed	48.725722	-122.359948	Bark	Abies	Abies sp.	Fir	YHKS_#148	10	8	Washington	Mary B. O'Neill
yHMJ56	Cryptococcus filicatus	Basidiomycota	Not analyzed	45.027429	-93.43854	Fungus	Ostrya	Ostrya virginiana	American Hophornbeam	YHMJ_2	4	0.8	Minnesota	martin jarzyna
yHKS257	Cryptococcus flavescens	Basidiomycota	Not analyzed	43.567496	-72.289615	Spider	Betula	Betula papyrifera	White Birch	YHKS_#122	22	8	New Hampshire	Alysha Heimberg
yHQL145	Cryptococcus flavescens	Basidiomycota	Not analyzed	46.525703	-86.671012	Plant Matter	Equisetum	Equisetum sp.	Horsetail	YHQL_A&CH10	22	8	Michigan	Amanda Hulfachor & Chris Hittinger
yHRVM25	Cryptococcus flavescens	Basidiomycota	Not analyzed	43.072871	-89.407803	Soil	NA	NA	NA	YHRVM_2D1	22	8	Wisconsin	Ryan Moriarty
yHRVM298	Cryptococcus flavescens	Basidiomycota	Not analyzed	47.103651	-122.70796	Fruit	Rubus	Rubus spectabilis	Salmonberry	YHRVM_5D5	10	8	Washington	Quinn Langdon
yHKB123	Cryptococcus flavescens	Basidiomycota	Not analyzed	44.3878	-71.1731	Leaves/Bark	Ilex	Ilex sp.	Holly	YHKB_NH8	22	0.8	New Hampshire	Beth Sargent
yHKB421	Cryptococcus flavescens	Basidiomycota	Not analyzed	44.89	-88.3073	Fruit	Malus	Malus sp.	Apple Tree	YHKB_LS12	10	0.8	Wisconsin	Lisa Sorlie
yHKB94	Cryptococcus flavescens	Basidiomycota	Not analyzed	44.3878	-71.1731	Leaves/Bark	Ilex	Ilex sp.	Holly	YHKB_NH8	22	0.8	New Hampshire	Beth Sargent
YHMH103	Cryptococcus flavescens	Basidiomycota	Not analyzed	44.498089	-87.924478	Bark	Betula	Betula sp.	Birch	YHMH_58	10	0.8	Wisconsin	Max Haase
YHMH84	Cryptococcus flavescens	Basidiomycota	Not analyzed	44.498089	-87.924476	Bark	Betula	Betula sp.	Birch	YHMH_58	10	0.8	Wisconsin	Max Haase
yHMJ122	Cryptococcus flavescens	Basidiomycota	Not analyzed	45.027429	-93.43854	Fruit/Leaves	Rhamnus	Rhamnus cathartica	Buckthorn	YHMJ_6	4	0.8	Minnesota	Martin Jarzyna
yHMJ21	Cryptococcus flavescens	Basidiomycota	Not analyzed	45.027429	-93.43854	Bark	Populus	Populus balsamifera	Balsam Poplar	YHMJ_8	22	0.8	Minnesota	martin jarzyna
yHMJ45	Cryptococcus flavescens	Basidiomycota	Not analyzed	45.027429	-93.43854	Fruit	Malus	Malus sp.	Crabapple	YHMJ_7	10	0.8	Minnesota	martin jarzyna
yHMJ73	Cryptococcus flavescens	Basidiomycota	Not analyzed	45.027429	-93.43854	Fruit	Malus	Malus sp.	Crabapple	YHMJ_7	10	0.8	Minnesota	martin jarzyna
yHKS232	Cryptococcus gastricus	Basidiomycota	Not analyzed	40.196441	-92.579533	Soil	Quercus	Quercus alba	White Oak	YHKS_#1M	30	8	Missouri	William Alexander
yHKS239	Cryptococcus gastricus	Basidiomycota	Not analyzed	38.816346	-92.383262	Soil	Acer	Acer sp.	Maple	YHKS_#7M	10	8	Missouri	William Alexander
yHKS240	Cryptococcus gastricus	Basidiomycota	Not analyzed	40.196441	-92.579533	Soil	Quercus	Quercus alba	White Oak	YHKS_#4M	10	8	Missouri	William Alexander
yHKS29	Cryptococcus gastricus	Basidiomycota	Not analyzed	43.219818	-88.185685	Bark	Acer	Acer sp.	Maple	YHKS_#5	10	8	Michigan	Kayla Sylvester
yHKS32	Cryptococcus gastricus	Basidiomycota	Not analyzed	43.161611	-88.188019	Bark	Quercus	Quercus sp.	Oak	YHKS_#6	10	8	Michigan	Kayla Sylvester
yHMJ149	Cryptococcus gastricus	Basidiomycota	Not analyzed	45.027429	-93.43854	Soil	Malus	Malus sylvestris	Crabapple tree	YHMJ_18	4	0.8	Iowa	Martin Jarzyna
yHRM5	Cryptococcus heveanensis	Basidiomycota	Not analyzed	NA	NA	Soil	NA	NA	NA	YHRM_1.12	22	8	Wisconsin	RM
yHAB171	Cryptococcus musci	Basidiomycota	Not analyzed	46.603602	-85.206239	Fungus	Tsuga	Tsuga sp.	Hemlock	YHAB_2.2	22	8	Michigan	ABH/CTH
yHAB243	Cryptococcus musci	Basidiomycota	Not analyzed	46.603602	-85.206239	Fungus	Tsuga	Tsuga sp.	Hemlock	YHAB_2.2	10	8	Michigan	ABH/CTH
yHMJ560	Cryptococcus pinus	Basidiomycota	Not analyzed	43.761667	-71.668611	Pine Cone	Unknown	Unknown	Unknown	YHMJ_61	22	unknown	New Hampshire	C. T. Hittinger
yHKB137	Cryptococcus pinus	Basidiomycota	Not analyzed	44.3878	-71.1731	Fruit	Unknown	Unknown	Unknown	YHKB_NH3	22	0.8	New Hampshire	Beth Sargent
yHKB138	Cryptococcus pinus	Basidiomycota	Not analyzed	44.3878	-71.1731	Fruit	Vaccinium	Vaccinium sp.	Blueberry	YHKB_NH4	22	0.8	New Hampshire	Beth Sargent
yHKB175	Cryptococcus pinus	Basidiomycota	Not analyzed	44.3878	-71.1731	Fruit	Unknown	Unknown	Unknown	YHKB_NH3	10	0.8	New Hampshire	Beth Sargent
yHKB342	Cryptococcus pinus	Basidiomycota	Not analyzed	47.173051	-88.449209	Fruit	Cornus	Cornus canadensis	Candian Bunchberry	YHKB_RW7	22	0.8	Michigan	Russell Wrobel
yHKB349	Cryptococcus pinus	Basidiomycota	Not analyzed	47.2718	-88.4263	Plant Matter	Lycopodium	Lycopodium obscurum	Princess Pine	YHKB_RW4	22	0.8	Michigan	Russell Wrobel
yHQL125	Cryptococcus podzolicus	Basidiomycota	Not analyzed	45.208911	-123.961452	Soil	Pinus	Pinus contorta	Lodgepole Pine	YHQL_OR 5	10	8	Oregon	Quinn Langdon
yHQL102	Cryptococcus pseudolongus	Basidiomycota	Not analyzed	46.525703	-86.671012	Fungus	Unknown	Unknown	Mushroom	YHQL_A&CH14	22	8	Michigan	Amanda Hulfachor & Chris Hittinger
yHQL216	Cryptococcus pseudolongus	Basidiomycota	Not analyzed	43.025855	-89.844325	Soil	Quercus	Quercus alba	White Oak	YHQL_4	22	8	Wisconsin	Sarah Wright
yHRVM300	Cryptococcus saitoi	Basidiomycota	Not analyzed	47.103651	-122.70796	Fruit	Rubus	Rubus parviflorus	Thimbleberry	YHRVM_7D5	10	8	Washington	Quinn Langdon
yHRM16	Cryptococcus sp.	Basidiomycota	Not analyzed	NA	NA	Soil	Ulmus	Ulmus sp.	Elm	YHRM_2.13	22	8	Wisconsin	RM
yHAB208	Cryptococcus sp.	Basidiomycota	Not analyzed	46.603602	-85.206239	Pine Cone	Tsuga	Tsuga sp.	Hemlock	YHAB_2.17	22	8	Michigan	ABH/CTH
yHKS218	Cryptococcus sp.	Basidiomycota	Not analyzed	43.400119	-87.876439	Bark	Fraxinus	Fraxinus pennsylvanica	Green Ash	YHKS_#81	30	8	Wisconsin	Kayla Sylvester
yHKS298	Cryptococcus sp.	Basidiomycota	Not analyzed	38.92749	-92.348921	Soil	Acer	Acer sp.	Maple	YHKS_#5M	10	8	Missouri	William Alexander
yHKB155	Cryptococcus sp.	Basidiomycota	Not analyzed	44.3878	-71.1731	Fruit	Vaccinium	Vaccinium sp.	Blueberry	YHKB_NH4	10	0.8	New Hampshire	Beth Sargent
yHKB367	Cryptococcus sp.	Basidiomycota	Not analyzed	44.3878	-71.1731	Fruit/Leaves	Malus	Malus sp.	Apple	YHKB_NH7	4	0.8	New Hampshire	Beth Sargent
yHKB375	Cryptococcus sp.	Basidiomycota	Not analyzed	44.3878	-71.1731	Leaves/Bark	Ilex	Ilex sp.	Holly	YHKB_NH8	4	0.8	New Hampshire	Beth Sargent
yHKB388	Cryptococcus sp.	Basidiomycota	Not analyzed	43.4316	-89.7372	Soil	NA	NA	NA	YHKB_KBOCT19	4	0.8	Wisconsin	Drew Doering
YHMH102	Cryptococcus sp.	Basidiomycota	Not analyzed	44.498089	-87.924478	Bark	Betula	Betula sp.	Birch	YHMH_58	10	0.8	Wisconsin	Max Haase
yHKS364	Cryptococcus surugaensis	Basidiomycota	Not analyzed	43.695741	-87.718414	Fungus	Fagus	Fagus grandifolia	American Beech	YHKS_#130	22	8	Wisconsin	Kayla Sylvester
yHKS395	Cryptococcus surugaensis	Basidiomycota	Not analyzed	43.695741	-87.718414	Bark	Fagus	Fagus grandifolia	American Beech	YHKS_#144	10	8	Wisconsin	Kayla Sylvester
