StrainID	OTU	Phylum	Subphylum	Lattitude	Longitude	Sample Substrate Type	Substrate Genus	Substrate Species	Substrate Common Name	Sample ID	Isolation Temp (deg. C)	Enrichment Media Glucose %	State	Collected By
yHKS673	Schwanniomyces polymorphus	Ascomycota	Saccharomycotina	47.367135	-88.310052	Duff	Pinus	Pinus strobus	White Pine	YHKS_#258	30	8	Michigan	Chris Hittinger
yHKS674	Schwanniomyces polymorphus	Ascomycota	Saccharomycotina	47.367135	-88.310052	Duff	Pinus	Pinus strobus	White Pine	YHKS_#258	30	8	Michigan	Chris Hittinger
yHKS675	Schwanniomyces polymorphus	Ascomycota	Saccharomycotina	47.367135	-88.310052	Duff	Pinus	Pinus strobus	White Pine	YHKS_#258	30	8	Michigan	Chris Hittinger
yHQL62	Schwanniomyces polymorphus	Ascomycota	Saccharomycotina	46.485556	-86.660833	Nut	Fagus	Fagus sp.	Beech	YHQL_A&CH22	22	8	Michigan	Amanda Hulfachor & Chris Hittinger
yHRVM64	Schwanniomyces polymorphus	Ascomycota	Saccharomycotina	46.482739	-86.671216	Plant Matter	Pinus	Pinus strobus	White Pine	YHRVM_12CAHD2	10	8	Michigan	"Chris Hittinger, Amanda Hulfachor"
yHKB102	Schwanniomyces polymorphus	Ascomycota	Saccharomycotina	44	-88	Humus	Pinus	Pinus strobus	White Pine	YHKB_KBOCT10	22	0.8	Wisconsin	Bill Saucier
yHKB105	Schwanniomyces polymorphus	Ascomycota	Saccharomycotina	44	-88	Bark	Unknown	Unknown	Unknown	YHKB_KBOCT11	22	0.8	Wisconsin	Bill Saucier
yHKS652	Schwanniomyces pseudopolymorphus	Ascomycota	Saccharomycotina	47.367135	-88.310052	Duff	Pinus	Pinus strobus	White Pine	YHKS_#258	22	8	Michigan	Chris Hittinger
yHKS670	Schwanniomyces pseudopolymorphus	Ascomycota	Saccharomycotina	47.4416	-87.878877	Bark	Tsuga	Tsuga canadensis	Eastern Hemlock	YHKS_#256	30	8	Michigan	Chris Hittinger
yHQL11	Schwanniomyces pseudopolymorphus	Ascomycota	Saccharomycotina	45.208911	-123.961452	Soil	Pinus	Pinus contorta	Lodgepole Pine	YHQL_OR 6.2	22	8	Oregon	Quinn Langdon
yHQL12	Schwanniomyces pseudopolymorphus	Ascomycota	Saccharomycotina	44.703604	-123.202259	Soil	Thuja	Thuja plicata	Pacific Redcedar	YHQL_OR 9	22	8	Oregon	Quinn Langdon
yHQL6	Schwanniomyces pseudopolymorphus	Ascomycota	Saccharomycotina	44.703604	-123.202259	Soil	Taxus	Taxus brevifolia	Pacific Yew	YHQL_OR 7	22	8	Oregon	Quinn Langdon
yHQL7	Schwanniomyces pseudopolymorphus	Ascomycota	Saccharomycotina	44.703604	-123.202259	Soil	Taxus	Taxus brevifolia	Pacific Yew	YHQL_OR 7	30	8	Oregon	Quinn Langdon
yHQL8	Schwanniomyces pseudopolymorphus	Ascomycota	Saccharomycotina	46.172126	-123.432684	Soil	Thuja	Thuja plicata	Pacific Redcedar	YHQL_OR 10	30	8	Pennsylvania	Quinn Langdon
yHKS748	Schwanniomyces vanrijiae	Ascomycota	Saccharomycotina	36.023225	-80.303844	Sand	Juglans	Juglans nigra	Black Walnut	YHKS_#271	30	8	North Carolina	Leslie Shown
yHQL341	Schwanniomyces vanrijiae	Ascomycota	Saccharomycotina	42.013309	-89.890341	Soil	Morus	Morus alba	White Mulberry	YHQL_AS#3	22	8	Illinois	Angela Sheddan
yHRVM34	Schwanniomyces vanrijiae	Ascomycota	Saccharomycotina	46.482739	-86.671216	Sawdust	NA	NA	NA	YHRVM_3CAHD2	22	8	Michigan	"Chris Hittinger, Amanda Hulfachor "
yHQL547	Scleroconidioma sphagnicola	Ascomycota	Pezizomycotina	60.850069	-149.534257	Lichen	Unknown	Unknown	Unknown	YHQL_QL#34	22	8	Alaska	Mel Langdon
yHQL551	Scleroconidioma sphagnicola	Ascomycota	Pezizomycotina	60.850069	-149.534257	Lichen	Unknown	Unknown	Unknown	YHQL_QL#36	22	8	Alaska	Mel Langdon
yHQL124	Solicoccozyma aeria	Basidiomycota	Not analyzed	45.208911	-123.961452	Soil	Pinus	Pinus contorta	Lodgepole Pine	YHQL_OR 5	10	8	Oregon	Quinn Langdon
yHMJ139	Sporidiobolales sp.	Basidiomycota	Not analyzed	43.312305	-91.781281	Leaves	Populus	Populus deltoides	Eastern Cottonwood	YHMJ_15	4	0.8	Iowa	Martin Jarzyna
yHRVM114	Sporidiobolus salmonicolor	Basidiomycota	Not analyzed	47.861132	-122.060318	NA	NA	NA	NA	YHRVM_8D3	10	8	Washington	Emily Baker
yHKB82	Starmerella bombicola	Ascomycota	Saccharomycotina	44.3878	-71.1731	Soil	Rubus	Rubus sp.	Raspberry	YHKB_NH5	30	0.8	New Hampshire	Beth Sargent
yHMJ22	Starmerella bombicola	Ascomycota	Saccharomycotina	45.027429	-93.43854	Fruit	Rhus	Rhus glabra	Smooth Sumac	YHMJ_9	22	0.8	Minnesota	martin jarzyna
yHQL336	Sugiyamaella chiloensis	Ascomycota	Saccharomycotina	37.657021	-119.626228	Fungus	Pinus	Pinus contorta	Lodgepole Pine	YHQL_QL#22	30	8	California	Bill Vagt
yHKS617	Sugiyamaella lignohabitans	Ascomycota	Saccharomycotina	43.060776	-88.402332	Bark	Quercus	Quercus sp.	Oak	YHKS_#218	30	8	Wisconsin	Kayla Sylvester
yHQL402	Sugiyamaella lignohabitans	Ascomycota	Saccharomycotina	42.013309	-89.890341	Wood	Unknown	Unknown	Unknown	YHQL_AS#19	22	8	Illinois	Angela Sheddan
yHKB278	Sugiyamaella novakii	Ascomycota	Saccharomycotina	43.549	-72.2601	Soil/Plant Matter	Fagus	Fagus sp.	Beech	YHKB_GLSC2	22	0.8	New Hampshire	NA
yHKS221	Sugiyamaella paludigena	Ascomycota	Saccharomycotina	43.567496	-72.289615	Soil	Fagus	Fagus grandifolia	American Beech	YHKS_#102	30	8	New Hampshire	Alysha Heimberg
yHRVM310	Sugiyamaella paludigena	Ascomycota	Saccharomycotina	43.983207	-123.09471	Fungus	Unknown	Unknown	Bracket Fungus	YHRVM_15D5	30	8	Oregon	Quinn Langdon
yHRVM325	Sugiyamaella paludigena	Ascomycota	Saccharomycotina	43.983207	-123.09471	Fungus	Unknown	Unknown	Bracket Fungus	YHRVM_15D5	22	8	Oregon	Quinn Langdon
yHQL376	Sugiyamaella smithiae	Ascomycota	Saccharomycotina	42.013309	-89.890341	Wood	Unknown	Unknown	Unknown	YHQL_AS#19	30	8	Illinois	Angela Sheddan
yHQL401	Sugiyamaella smithiae	Ascomycota	Saccharomycotina	42.013309	-89.890341	Wood	Unknown	Unknown	Unknown	YHQL_AS#19	22	8	Illinois	Angela Sheddan
yHQL100	Suhomyces ambrosiae	Ascomycota	Saccharomycotina	43.418334	-89.626967	Nut	Betula	Betula sp.	Birch	YHQL_JP1	22	8	Michigan	John Pool
yHQL101	Suhomyces ambrosiae	Ascomycota	Saccharomycotina	43.418334	-89.626967	Fungus	Betula	Betula sp.	Birch	YHQL_JP2	22	8	Michigan	John Pool
yHQL54	Suhomyces ambrosiae	Ascomycota	Saccharomycotina	43.418334	-89.626967	Fungus	Betula	Betula sp.	Birch	YHQL_JP3	22	8	Michigan	John Pool
yHMJ11	Suhomyces ambrosiae	Ascomycota	Saccharomycotina	45.027429	-93.43854	Leaves/Bark	Prunus	Prunus cerasus	Cherry	YHMJ_1	30	0.8	Minnesota	martin jarzyna
yHQL143	Suhomyces anneliseae	Ascomycota	Saccharomycotina	46.525703	-86.671012	Fungus	Betula	Betula sp.	Birch	YHQL_A&CH4	22	8	Michigan	Amanda Hulfachor & Chris Hittinger
yHKS328	Suhomyces atakaporum	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	Fagus	Fagus grandifolia	American Beech	YHKS_#144	30	8	Wisconsin	Kayla Sylvester
yHAB179	Suhomyces bolitotheri	Ascomycota	Saccharomycotina	46.614039	-85.254133	Fruit	Rubus	Rubus sp.	Raspberry	YHAB_1.3	22	8	Michigan	ABH/CTH
yHAB189	Suhomyces bolitotheri	Ascomycota	Saccharomycotina	45.71781	-86.669512	Fungus	Betula	Betula papyrifera	White Birch	YHAB_3.6	22	8	Michigan	ABH/CTH
yHAB190	Suhomyces bolitotheri	Ascomycota	Saccharomycotina	46.603602	-85.206239	Fungus	Betula	Betula papyrifera	White Birch	YHAB_2.18	22	8	Michigan	ABH/CTH
yHAB191	Suhomyces bolitotheri	Ascomycota	Saccharomycotina	46.601361	-85.19079	Fungus	Fagus	Fagus grandifolia	American Beech	YHAB_2.5	30	8	Michigan	ABH/CTH
yHAB195	Suhomyces bolitotheri	Ascomycota	Saccharomycotina	46.601361	-85.19079	Fungus	Fagus	Fagus grandifolia	American Beech	YHAB_2.3	30	8	Michigan	ABH/CTH
yHAB205	Suhomyces bolitotheri	Ascomycota	Saccharomycotina	46.603602	-85.206239	Fungus	Betula	Betula papyrifera	White Birch	YHAB_2.18	30	8	Michigan	ABH/CTH
yHAB215	Suhomyces bolitotheri	Ascomycota	Saccharomycotina	46.601361	-85.19079	Fungus	Fagus	Fagus grandifolia	American Beech	YHAB_2.5	22	8	Michigan	ABH/CTH
yHKS316	Suhomyces bolitotheri	Ascomycota	Saccharomycotina	43.695741	-87.718414	Fungus	Fagus	Fagus grandifolia	American Beech	YHKS_#130	30	8	Wisconsin	Kayla Sylvester
yHKS355	Suhomyces bolitotheri	Ascomycota	Saccharomycotina	43.695741	-87.718414	Fungus	Fagus	Fagus grandifolia	American Beech	YHKS_#130	22	8	Wisconsin	Kayla Sylvester
yHKS380	Suhomyces bolitotheri	Ascomycota	Saccharomycotina	43.695741	-87.718414	Fungus	Fagus	Fagus grandifolia	American Beech	YHKS_#130	10	8	Wisconsin	Kayla Sylvester
yHKS381	Suhomyces bolitotheri	Ascomycota	Saccharomycotina	43.695741	-87.718414	Fungus	Fagus	Fagus grandifolia	American Beech	YHKS_#130	10	8	Wisconsin	Kayla Sylvester
yHKS609	Suhomyces bolitotheri	Ascomycota	Saccharomycotina	43.695741	-87.718414	Fungus	Fagus	Fagus grandifolia	American Beech	YHKS_#236	22	8	Wisconsin	Kayla Sylvester
yHQL133	Suhomyces bolitotheri	Ascomycota	Saccharomycotina	43.070035	-89.421173	Fruit	Pyrus	Pyrus sp.	NA	YHQL_smiley3B	22	8	Wisconsin	S. Smead
yHQL154	Suhomyces bolitotheri	Ascomycota	Saccharomycotina	46.525703	-86.671012	Fungus	Betula	Betula sp.	Birch	YHQL_A&CH4	10	8	Michigan	Amanda Hulfachor & Chris Hittinger
yHQL142	Suhomyces tanzawaensis	Ascomycota	Saccharomycotina	46.525703	-86.671012	Fungus	Betula	Betula sp.	Birch	YHQL_A&CH4	22	8	Michigan	Amanda Hulfachor & Chris Hittinger
yHQL323	Suhomyces tanzawaensis	Ascomycota	Saccharomycotina	37.657021	-119.626228	Fungus	Pinus	Pinus contorta	Lodgepole Pine	YHQL_QL#22	22	8	California	Bill Vagt
yHQL448	Suhomyces tanzawaensis	Ascomycota	Saccharomycotina	37.657021	-119.626228	Fungus	Pinus	Pinus contorta	Lodgepole Pine	YHQL_QL#22	10	8	California	Bill Vagt
yHQL450	Suhomyces tanzawaensis	Ascomycota	Saccharomycotina	37.657021	-119.626228	Fungus	Pinus	Pinus contorta	Lodgepole Pine	YHQL_QL#22	10	8	California	Bill Vagt
yHQL452	Suhomyces tanzawaensis	Ascomycota	Saccharomycotina	37.657021	-119.626228	Fungus	Pinus	Pinus contorta	Lodgepole Pine	YHQL_QL#22	10	8	California	Bill Vagt
yHKS648	Suhomyces vadensis	Ascomycota	Saccharomycotina	47.4416	-87.878877	Fungus	Unknown	Unknown	Unknown	YHKS_#252	22	8	Michigan	Chris Hittinger
yHKS649	Suhomyces vadensis	Ascomycota	Saccharomycotina	47.4416	-87.878877	Fungus	Unknown	Unknown	Unknown	YHKS_#252	22	8	Michigan	Chris Hittinger
yHKS641	Suhomyces xylopsoci/prunicola/pyralidae	Ascomycota	Saccharomycotina	47.4416	-87.878877	Pine Cone	Pinus	Pinus sp.	Pine	YHKS_#249	22	8	Michigan	Chris Hittinger
yHKS655	Suhomyces xylopsoci/prunicola/pyralidae	Ascomycota	Saccharomycotina	47.4416	-87.878877	Leaves	Acer	Acer sp.	Maple	YHKS_#248	30	8	Michigan	Chris Hittinger
yHKS656	Suhomyces xylopsoci/prunicola/pyralidae	Ascomycota	Saccharomycotina	47.4416	-87.878877	Leaves	Acer	Acer sp.	Maple	YHKS_#248	30	8	Michigan	Chris Hittinger
yHKS658	Suhomyces xylopsoci/prunicola/pyralidae	Ascomycota	Saccharomycotina	47.4416	-87.878877	Pine Cone	Pinus	Pinus sp.	Pine	YHKS_#249	30	8	Michigan	Chris Hittinger
yHKS659	Suhomyces xylopsoci/prunicola/pyralidae	Ascomycota	Saccharomycotina	47.4416	-87.878877	Pine Cone	Pinus	Pinus sp.	Pine	YHKS_#249	30	8	Michigan	Chris Hittinger
yHKS550	Sydowia polyspora	Ascomycota	Pezizomycotina	60.476499	-150.330873	Needles	Picea	Picea sp.	Spruce	YHKS_#200	22	8	Alaska	Jacob Barnes
yHKS551	Sydowia polyspora	Ascomycota	Pezizomycotina	60.476499	-150.330873	Bark	Picea	Picea sp.	Spruce	YHKS_#201	22	8	Alaska	Jacob Barnes
yHKS552	Sydowia polyspora	Ascomycota	Pezizomycotina	60.69155	-151.289609	Needles	Unknown	Unknown	Unknown	YHKS_#203	22	8	Alaska	Jacob Barnes
yHQL327	Sydowia polyspora	Ascomycota	Pezizomycotina	45.38682	-110.681776	Bark	Unknown	Unknown	Unknown	YHQL_QL#8	22	8	Montana	Erik Jessen and Erica Macke
yHQL549	Talaromyces amestolkiae	Ascomycota	Pezizomycotina	60.850069	-149.534257	Bark	Tsuga	Tsuga sp.	Hemlock	YHQL_QL#35	22	8	Alaska	Mel Langdon
yHQL550	Talaromyces amestolkiae	Ascomycota	Pezizomycotina	60.850069	-149.534257	Bark	Tsuga	Tsuga sp.	Hemlock	YHQL_QL#35	22	8	Alaska	Mel Langdon
yHKS27	Tausonia pullulans	Basidiomycota	Not analyzed	43.114592	-88.49192	Bark	Acer	Acer sp.	Maple	YHKS_#21	10	8	Wisconsin	Kayla Sylvester
yHKS28	Tausonia pullulans	Basidiomycota	Not analyzed	43.161611	-88.188019	Bark	Acer	Acer sp.	Maple	YHKS_#13	10	8	Michigan	Kayla Sylvester
yHKS493	Tausonia pullulans	Basidiomycota	Not analyzed	48.725722	-122.359948	Bark	Thuja	Thuja plicata	Pacific Redcedar	YHKS_#153	10	8	Washington	Mary B. O'Neill
yHKS605	Tausonia pullulans	Basidiomycota	Not analyzed	43.695741	-87.718414	Bark	Fagus	Fagus grandifolia	American Beech	YHKS_#235	22	8	Wisconsin	Kayla Sylvester
yHKS606	Tausonia pullulans	Basidiomycota	Not analyzed	43.695741	-87.718414	Bark	Fagus	Fagus grandifolia	American Beech	YHKS_#235	22	8	Wisconsin	Kayla Sylvester
yHQL282	Tausonia pullulans	Basidiomycota	Not analyzed	43.122028	-89.484072	Bark	Unknown	Unknown	Unknown	YHQL_11	10	8	Wisconsin	Sarah Wright
yHQL283	Tausonia pullulans	Basidiomycota	Not analyzed	43.122028	-89.484072	Soil	NA	NA	NA	YHQL_14	10	8	Wisconsin	Sarah Wright
yHQL434	Tausonia pullulans	Basidiomycota	Not analyzed	37.528816	-119.637779	Fruit	Arctostaphylos	Arctostaphylos sp.	Manzanita	YHQL_QL#14	10	8	California	Bill Vagt
yHQL468	Tausonia pullulans	Basidiomycota	Not analyzed	58.110718	-135.439694	Feather	Unknown	Unknown	Unknown	YHQL_KS#299	10	8	Alaska	parents of Ryan Mority
yHKB437	Tausonia pullulans	Basidiomycota	Not analyzed	42.1872	-93.5956	Soil	Unknown	Unknown	Unknown	YHKB_RT2	10	0.8	Iowa	Kelly Buh
yHMJ100	Tausonia pullulans	Basidiomycota	Not analyzed	43.312305	-91.781281	Moss	Quercus	Quercus palustris	Pin Oak	YHMJ_19	10	0.8	Iowa	Martin Jarzyna
yHMJ101	Tausonia pullulans	Basidiomycota	Not analyzed	43.312305	-91.781281	Moss	Quercus	Quercus palustris	Pin Oak	YHMJ_19	10	0.8	Iowa	Martin Jarzyna
yHMJ187	Tausonia pullulans	Basidiomycota	Not analyzed	43.312305	-91.781281	Moss	Quercus	Quercus palustris	Pin Oak	YHMJ_19	4	0.8	Iowa	Martin Jarzyna
yHQL352	Teunomyces carpophila	Ascomycota	Saccharomycotina	42.013309	-89.890341	Twigs	Morus	Morus alba	White Mulberry	YHQL_AS#2	30	8	Illinois	Angela Sheddan
yHQL356	Teunomyces carpophila	Ascomycota	Saccharomycotina	42.013309	-89.890341	Wood	Unknown	Unknown	Unknown	YHQL_AS#5	30	8	Illinois	Angela Sheddan
yHQL368	Teunomyces carpophila	Ascomycota	Saccharomycotina	42.013309	-89.890341	Bark	Platanus	Platanus sp.	Sycamore	YHQL_AS#13	30	8	Illinois	Angela Sheddan
yHQL476	Teunomyces carpophila	Ascomycota	Saccharomycotina	41.5332	-89.5136	Moss	Morus	Morus alba	White Mulberry	YHQL_AS#1	10	8	Illinois	Angela Sheddan
yHQL480	Teunomyces carpophila	Ascomycota	Saccharomycotina	42.013309	-89.890341	Twigs	Morus	Morus alba	White Mulberry	YHQL_AS#2	10	8	Illinois	Angela Sheddan
yHQL503	Teunomyces carpophila	Ascomycota	Saccharomycotina	41.5332	-89.5136	Moss	Morus	Morus alba	White Mulberry	YHQL_AS#1	10	8	Illinois	Angela Sheddan
yHMJ110	Teunomyces carpophila	Ascomycota	Saccharomycotina	43.312305	-91.781281	Leaves	Ailanthus	Ailanthus altissima	Tree of Heaven	YHMJ_23	10	0.8	Iowa	Martin Jarzyna
yHMJ39	Teunomyces carpophila	Ascomycota	Saccharomycotina	43.312305	-91.781281	Bark	Unknown	Unknown	Unknown	YHMJ_25	22	0.8	Iowa	martin jarzyna
yHMJ551	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	43.762222	-71.669167	Soil	NA	NA	NA	YHMJ_58	22	unknown	New Hampshire	C. T. Hittinger
yHAB184	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	46.601361	-85.19079	Soil	Acer	Acer saccharum	Sugar Maple	YHAB_1.2	22	8	Michigan	ABH/CTH
yHKS647	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	47.4416	-87.878877	Fungus	Unknown	Unknown	Unknown	YHKS_#252	22	8	Michigan	Chris Hittinger
yHKS650	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	47.4416	-87.878877	Fungus	Unknown	Unknown	Mushroom	YHKS_#253	22	8	Michigan	Chris Hittinger
yHKS720	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	47.4416	-87.878877	Duff	Pinus	Pinus strobus	White Pine	YHKS_#250	10	8	Michigan	Chris Hittinger
yHKS722	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	47.4416	-87.878877	Fungus	Unknown	Unknown	Unknown	YHKS_#252	10	8	Michigan	Chris Hittinger
yHKS724	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	47.4416	-87.878877	Fungus	Unknown	Unknown	Mushroom	YHKS_#253	10	8	Michigan	Chris Hittinger
yHKS730	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	47.4416	-87.878877	Duff	Pinus	Pinus strobus	White Pine	YHKS_#250	10	8	Michigan	Chris Hittinger
yHQL181	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	46.525703	-86.671012	Fungus	Unknown	Unknown	Unknown	YHQL_A&CH12	10	8	Michigan	Amanda Hulfachor & Chris Hittinger
yHQL187	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	43.070035	-89.421173	Leaves	Ginkgo	Ginkgo biloba	Ginkgo	YHQL_smiley2B	10	8	Wisconsin	NA
yHQL195	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	46.525703	-86.671012	Fungus	Unknown	Unknown	Unknown	YHQL_A&CH25	22	8	Michigan	Amanda Hulfachor & Chris Hittinger
yHQL427	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	39.871665	-79.492928	Soil	NA	NA	NA	YHQL_QL#10	10	8	Pennsylvania	Scott Zasadil
yHQL453	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	37.530983	-119.626228	Fungus	Unknown	Unknown	Unknown	YHQL_QL#23	10	8	California	Bill Vagt
yHQL546	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	60.850069	-149.534257	Moss	Tortula	Tortula ruralis	Twisted Moss	YHQL_Ql#33	22	8	Alaska	Mel Langdon
yHQL57	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	46.525703	-86.671012	Fungus	Unknown	Unknown	Mushroom	YHQL_A&CH14	22	8	Michigan	Amanda Hulfachor & Chris Hittinger
yHQL97	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	46.525703	-86.671012	Fungus	Unknown	Unknown	Unknown	YHQL_A&CH12	22	8	Michigan	Amanda Hulfachor & Chris Hittinger
yHKB127	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	44	-88	Fungus	Amanita	Amanita flavoconia	Yellow wart	YHKB_KBOCT1	22	0.8	Wisconsin	Bill Saucier
yHKB168	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	44	-88	Soil	Amanita	Amanita flavoconia	Yellow wart	YHKB_KBOCT2	10	0.8	Wisconsin	Bill Saucier
yHKB174	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	44	-88	Fungus	Amanita	Amanita flavoconia	Yellow wart	YHKB_KBOCT1	10	0.8	Wisconsin	Bill Saucier
yHKB379	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	44	-88	Fungus	Amanita	Amanita flavoconia	Yellow wart	YHKB_KBOCT1	4	0.8	Wisconsin	Bill Saucier
yHKB83	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	44	-88	Fungus	Amanita	Amanita flavoconia	Yellow wart	YHKB_KBOCT1	30	0.8	Wisconsin	Bill Saucier
yHKB98	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	44	-88	Soil	Amanita	Amanita flavoconia	Yellow wart	YHKB_KBOCT2	22	0.8	Wisconsin	Bill Saucier
yHMJ61	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	45.027429	-93.43854	Fruit/Leaves	Rhamnus	Rhamnus cathartica	Buckthorn	YHMJ_6	4	0.8	Minnesota	Martin Jarzyna
yHMJ62	Teunomyces cretensis/kruisii complex	Ascomycota	Saccharomycotina	45.027429	-93.43854	Fruit/Leaves	Rhamnus	Rhamnus cathartica	Buckthorn	YHMJ_6	4	0.8	Minnesota	Martin Jarzyna
yHMJ186	Thelebolus sp.	Ascomycota	Pezizomycotina	43.312305	-91.781281	Moss	Quercus	Quercus palustris	Pin Oak	YHMJ_19	4	0.8	Iowa	Martin Jarzyna
yHMJ554	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	43.761667	-71.668611	Bark	Betula	Betula sp.	Birch	YHMJ_59	22	unknown	New Hampshire	C. T. Hittinger
yHMJ562	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	43.761944	-71.668611	Bark	Unknown	Unknown	Unknown	YHMJ_62	22	unknown	New Hampshire	C. T. Hittinger
yHMJ568	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	43.761944	-71.668611	Duff	Unknown	Unknown	Unknown	YHMJ_64	22	unknown	New Hampshire	C. T. Hittinger
yHRM10	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	NA	NA	Soil	Ulmus	Ulmus rubra	Slippery Elm	YHRM_2.2	22	8	Wisconsin	RM
yHRM3	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	NA	NA	Moss	Ulmus	Ulmus sp.	Elm	YHRM_1.13	22	8	Wisconsin	RM
yHRM40	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	NA	NA	Soil	Ulmus	Ulmus rubra	Slippery Elm	YHRM_56	10	8	Wisconsin	RM
yHRM50	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	NA	NA	Soil	NA	NA	NA	YHRM_42	22	8	Oregon	Quinn
yHRM55	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	NA	NA	Bark	NA	NA	NA	YHRM_56	22	8	Oregon	Quinn
yHRM62	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	NA	NA	Soil	Salix	Salix sp.	Willow	YHRM_3_R_1	22	8	Wisconsin	RM
yHRM66	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	NA	NA	Soil	NA	NA	NA	YHRM_3_R_8	22	8	Wisconsin	RM
yHRM74	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	NA	NA	Soil	NA	NA	NA	YHRM_3_R_19	22	8	Wisconsin	RM
yHAB188	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	46.603602	-85.206239	Soil	Tsuga	Tsuga sp.	Hemlock	YHAB_2.22	22	8	Michigan	ABH/CTH
yHAB200	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	45.71781	-86.669512	Soil	Betula	Betula papyrifera	White Birch	YHAB_3.4	30	8	Michigan	ABH/CTH
yHAB207	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	46.601361	-85.19079	Soil	Fagus	Fagus grandifolia	American Beech	YHAB_2.9	30	8	Michigan	ABH/CTH
yHAB211	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	45.71781	-86.669512	Soil	Acer	Acer sp.	Maple	YHAB_3.7	22	8	Michigan	ABH/CTH
yHKS110	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	45.08492	-87.586688	Soil	Quercus	Quercus sp.	Oak	YHKS_#36a	30	8	Wisconsin	Kayla Sylvester
yHKS131	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	43.695818	-87.718146	Soil	Fagus	Fagus grandifolia	American Beech	YHKS_#51	30	8	Wisconsin	Kayla Sylvester
yHKS133	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	43.695818	-87.718146	Bark	Fagus	Fagus grandifolia	American Beech	YHKS_#54	30	8	Wisconsin	Kayla Sylvester
yHKS134	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	43.695818	-87.718146	Bark	Fagus	Fagus grandifolia	American Beech	YHKS_#56	30	8	Wisconsin	Kayla Sylvester
yHKS136	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	43.795677	-88.44204	Bark	Fraxinus	Fraxinus sp.	Ash	YHKS_#59	30	8	Wisconsin	Kayla Sylvester
yHKS137	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	43.695818	-87.718146	Soil	Acer	Acer sp.	Maple	YHKS_#49	30	8	Wisconsin	Kayla Sylvester
yHKS138	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	43.695818	-87.718146	Bark	Fagus	Fagus grandifolia	American Beech	YHKS_#52	30	8	Wisconsin	Kayla Sylvester
yHKS142	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	43.089361	-89.415891	Bark	NA	NA	NA	YHKS_#5	30	8	Wisconsin	Ashanti Rogers
yHKS144	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	43.089361	-89.415891	Fruit	Unknown	Unknown	Unknown	YHKS_#11	30	8	Wisconsin	Ashanti Rogers
yHKS217	Torulaspora delbrueckii	Ascomycota	Saccharomycotina	43.395533	-87.86644	Soil	Fraxinus	Fraxinus pennsylvanica	Green Ash	YHKS_#72	30	8	Wisconsin	Kayla Sylvester
